Sec	mm	kN
0.35449219	5.9534097	442.86148
0.45410156	5.9723997	438.4617
0.55371094	5.9723997	434.94189
0.65332031	5.8869438	429.96826
0.75292969	5.8869438	426.1424
0.85253906	5.7730031	421.36005
0.95214844	5.7919931	416.80725
1.0517578	5.7160325	413.05789
1.1513672	5.7065377	407.58688
1.2509766	5.6875477	404.25836
1.3505859	5.611587	399.39951
1.4501953	5.6685572	395.8797
1.5498047	5.5736065	392.28339
1.6494141	5.6210818	387.30972
1.7490234	5.5356264	384.32556
1.8486328	5.5356264	380.92053
1.9482422	5.4501705	375.41125
2.0478516	5.4406757	372.92444
2.1474609	5.4121904	369.4429
2.2470703	5.4121904	366.95609
2.3466797	5.3172398	362.90063
2.4462891	5.3647151	358.95999
2.5458984	5.326735	356.28189
2.6455078	5.2792597	351.76733
2.7451172	5.2412791	349.35706
2.8447266	5.2222891	345.37814
2.9443359	5.2127938	342.27917
3.0439453	5.1273384	338.52982
3.1435547	5.1273384	335.50735
3.2431641	5.0798631	332.48492
3.3427734	5.0798631	328.00864
3.4423828	5.060873	325.40704
3.5419922	5.0039024	322.42288
3.6416016	4.9469318	318.90308
3.7412109	4.9849124	316.33972
3.8408203	4.8804665	312.59036
3.9404297	4.8804665	309.14706
4.0400391	4.8519812	305.89508
4.1396484	4.8519812	302.83438
4.2392578	4.8329911	300.46234
4.3388672	4.8519812	296.44516
4.4384766	4.7760205	293.72879
4.5380859	4.7190504	292.16019
4.6376953	4.6525846	288.75516
4.7373047	4.6905651	286.53613
4.8369141	4.6051092	283.09286
4.9365234	4.5766244	280.22345
5.0361328	4.5671291	277.50708
5.1357422	4.5576339	273.8725
5.2353516	4.5671291	271.42392
5.3349609	4.4911685	267.78934
5.4345703	4.4721785	264.84341
5.5341797	4.4436932	261.85925
5.6337891	4.4057131	259.02811
5.7333984	4.3487425	256.65604
5.8330078	4.3582377	253.59535
5.9326172	4.3392472	251.33809
6.0322266	4.2537918	247.93304
6.1318359	4.2348018	244.94887
6.2314453	4.1968212	242.76811
6.3310547	4.1493459	239.63091
6.4306641	4.2063165	236.95279
6.5302734	4.1113658	234.65726
6.6298828	4.1113658	231.13745
6.7294922	4.0923758	229.10974
6.8291016	3.9974248	226.04904
6.9287109	4.0259099	223.37093
7.0283203	3.9689395	220.50151
7.1279297	3.9214642	218.39728
7.2275391	3.8834839	216.59912
7.3271484	3.8834839	213.6532
7.4267578	3.8455038	211.12811
7.5263672	3.8170185	208.8326
7.6259766	3.7600482	205.65712
7.7255859	3.7790382	203.62939
7.8251953	3.7220678	200.68347
7.9248047	3.6935825	198.1584
8.0244141	3.6650975	195.32724
8.1240234	3.6366122	193.06998
8.2236328	3.5701466	190.96574
8.3232422	3.5986319	188.17285
8.4228516	3.5891368	186.41295
8.5224609	3.5036812	184.34698
8.6220703	3.4751959	181.51584
8.7216797	3.4562058	179.94722
8.8212891	3.4372156	176.92477
8.9208984	3.3612552	174.36145
9.0205078	3.3707502	171.72159
9.1201172	3.3992352	169.5791
9.2197266	3.3042846	167.85745
9.3193359	3.3422649	164.72023
9.4189453	3.2757995	162.65427
9.5185547	3.2947896	160.81784
9.6181641	3.1808488	158.36928
9.7177734	3.2093339	156.64763
9.8173828	3.0953932	154.12256
9.9169922	3.1428685	151.9418
10.016602	3.0764029	148.76633
10.116211	3.0194325	147.00642
10.21582	3.0858979	144.94044
10.31543	2.9814522	141.80324
10.415039	2.9054916	140.3494
10.514648	2.8675113	137.86258
10.614258	2.8580163	135.18446
10.713867	2.8865016	133.34804
10.813477	2.8200359	131.12904
10.913086	2.8200359	128.71873
11.012695	2.7725606	126.53799
11.112305	2.7535706	124.08942
11.211914	2.6966002	122.36778
11.311523	2.7060952	119.46011
11.411133	2.6586199	118.92449
11.510742	2.5826592	116.47593
11.610352	2.5731642	113.98911
11.709961	2.6396296	111.99966
11.80957	2.5256889	110.54582
11.90918	2.5066986	109.78065
12.008789	2.5256889	107.37035
12.108398	2.421243	105.49567
12.208008	2.4307382	103.81228
12.307617	2.4307382	101.89934
12.407227	2.3642726	99.642075
12.506836	2.3262923	98.800377
12.606445	2.2598269	96.543114
12.706055	2.3073022	94.438881
12.805664	2.1933613	92.258133
12.905273	2.2028563	91.301659
13.004883	2.1648762	88.393997
13.104492	2.1363909	87.858368
13.204102	2.1268959	86.02195
13.303711	2.0984106	83.879463
13.40332	2.0319452	82.502144
13.50293	2.0414402	80.589203
13.602539	1.9559846	78.33194
13.702148	1.9844698	76.304222
13.801758	1.8895191	74.276512
13.901367	1.9180043	73.090485
14.000977	1.8610338	70.603668
14.100586	1.880024	68.958542
14.200195	1.8515388	67.734261
14.299805	1.7755783	65.859581
14.399414	1.7660831	64.023163
14.499023	1.6996176	62.301514
14.598633	1.6901226	60.426834
14.698242	1.6806275	59.011261
14.797852	1.5761818	56.677475
14.897461	1.6901226	56.027077
14.99707	1.5951718	53.234188
15.09668	1.5761818	52.545528
15.196289	1.5192113	50.09697
15.295898	1.471736	47.992737
15.395508	1.481231	47.304077
15.495117	1.3862803	44.778999
15.594727	1.3957753	43.592979
15.694336	1.3862803	41.335712
15.793945	1.3483	39.652325
15.893555	1.2818345	38.121975
15.993164	1.2628443	35.788189
16.092773	1.2723395	34.18132
16.192383	1.2438542	32.9953
16.291992	1.1963788	30.81455
16.391602	1.1773887	29.092907
16.491211	1.1963788	27.677332
16.59082	1.082438	26.108723
16.69043	1.0634478	24.042749
16.790039	1.082438	22.933245
16.889648	1.0159725	21.594189
16.989258	0.9969824	19.604733
17.088867	0.9305169	17.84483
17.188477	0.92102182	16.620548
17.288086	0.90203166	14.822386
17.387695	0.83556616	14.40154
17.487305	0.82607108	12.871189
17.586914	0.83556616	10.99651
17.686523	0.74061543	9.2748652
17.786133	0.75011051	7.782773
17.885742	0.72162533	6.6377759
17.985352	0.69314009	4.5014801
18.084961	0.64566475	3.2425916
18.18457	0.61717951	1.9074069
18.28418	0.60768443	-0.076296203
18.383789	0.59818941	-1.0299996
18.483398	0.57919925	-2.8992584
18.583008	0.53172392	-4.8448133
18.682617	0.47475347	-6.0655537
18.782227	0.48424852	-7.9729605
18.881836	0.4937436	-8.5833311
18.981445	0.38929781	-10.338145
19.081055	0.38929781	-11.673329
19.180664	0.31333727	-12.855922
19.280273	0.32283232	-14.419995
19.379883	0.31333727	-15.678885
19.479492	0.24687175	-17.39555
19.579102	0.18040626	-18.349255
19.678711	0.12343583	-20.905178
19.77832	0.20889147	-21.324808
19.87793	0.14242597	-22.278511
19.977539	0.056970332	-24.14777
20.077148	0.056970332	-25.254066
20.176758	-0.0094951652	-27.199621
20.276367	-0.018990235	-28.801844
20.375977	0.0094949771	-29.183325
20.475586	-0.04747545	-31.12888
20.575195	-0.028485307	-31.968138
20.674805	-0.11394095	-34.409618
20.774414	-0.12343602	-35.439617
20.874023	-0.14242616	-36.317028
20.973633	-0.20889166	-38.453323
21.073242	-0.13293108	-39.06369
21.172852	-0.26586208	-40.780357
21.272461	-0.28485224	-42.039246
21.37207	-0.29434729	-43.527023
21.47168	-0.31333745	-44.480728
21.571289	-0.40828815	-46.006653
21.670898	-0.38929802	-47.72332
21.770508	-0.43677336	-48.371838
21.870117	-0.45576352	-49.745171
21.969727	-0.49374378	-51.461838
22.069336	-0.50323886	-52.529984
22.168945	-0.57919943	-54.017761
22.268555	-0.57919943	-54.666279
22.368164	-0.59818959	-55.963318
22.467773	-0.65516001	-57.374798
22.567383	-0.65516001	-58.748131
22.666992	-0.71213043	-60.3885
22.766602	-0.75960577	-61.647388
22.866211	-0.72162551	-62.63924
22.96582	-0.76910084	-64.317757
23.06543	-0.788091	-65.271461
23.165039	-0.91152692	-67.293312
23.264648	-0.84506142	-68.78109
23.364258	-0.90203184	-69.925537
23.463867	-0.93051708	-71.756645
23.563477	-0.97799242	-72.71035
23.663086	-1.0159727	-74.274422
23.762695	-1.0729431	-75.800346
23.862305	-1.0634481	-76.906647
23.961914	-1.1109234	-78.737755
24.061523	-1.1583987	-79.805901
24.161133	-1.1773889	-81.637016
24.260742	-1.1299136	-82.667015
24.360352	-1.3008249	-84.421829
24.459961	-1.2628446	-85.566269
24.55957	-1.2628446	-86.710716
24.65918	-1.2913297	-88.69442
24.758789	-1.3198149	-89.342934
24.858398	-1.3388051	-90.792564
24.958008	-1.4242607	-92.509232
25.057617	-1.3577952	-94.11145
25.157227	-1.452746	-95.713676
25.256836	-1.4717361	-97.201454
25.356445	-1.5002214	-98.765526
25.456055	-1.595172	-100.52034
25.555664	-1.5382016	-100.97812
25.655273	-1.6521425	-103.22886
25.754883	-1.6426474	-104.25886
25.854492	-1.6236572	-106.05182
25.954102	-1.728103	-107.5396
26.053711	-1.718608	-108.6459
26.15332	-1.7945685	-110.5533
26.25293	-1.7755784	-111.85033
26.352539	-1.8230537	-114.13923
26.452148	-1.8230537	-115.13108
26.551758	-1.8895192	-116.77145
26.651367	-1.861034	-118.717
26.750977	-1.9464897	-120.20478
26.850586	-2.0034602	-121.57811
26.950195	-1.9749749	-123.52367
27.049805	-2.0604305	-124.59181
27.149414	-2.0509355	-126.19404
27.249023	-2.0509355	-127.37663
27.348633	-2.0890417	-130.047
27.448242	-2.1271899	-131.15329
27.547852	-2.184412	-132.18329
27.647461	-2.203486	-134.81552
27.74707	-2.193949	-135.31145
27.84668	-2.3274674	-137.48589
27.946289	-2.2320971	-138.93552
28.045898	-2.3370044	-140.53773
28.145508	-2.3274674	-142.55959
28.245117	-2.3179305	-143.97107
28.344727	-2.3846898	-145.95477
28.444336	-2.508671	-147.93848
28.543945	-2.4228377	-149.04477
28.643555	-2.5277452	-150.72328
28.743164	-2.4609859	-152.05847
28.842773	-2.5372822	-153.81329
28.942383	-2.5849674	-155.49181
29.041992	-2.6040416	-157.36107
29.141602	-2.6898749	-159.19217
29.241211	-2.6612637	-160.33662
29.34082	-2.7184858	-163.12143
29.44043	-2.766171	-164.79996
29.540039	-2.747097	-166.17328
29.639648	-2.8520043	-168.50032
29.739258	-2.8710785	-169.56847
29.838867	-2.7852452	-170.9418
29.938477	-2.8710785	-172.81107
30.038086	-2.9187636	-174.33699
30.137695	-2.9569118	-176.39699
30.237305	-3.0427451	-177.38884
30.336914	-2.99506	-179.98291
30.436523	-3.1095042	-181.66142
30.536133	-3.1095042	-182.65327
30.635742	-3.0999672	-185.39995
30.735352	-3.1285784	-185.81958
30.834961	-3.1285784	-188.14661
30.93457	-3.1953375	-190.05402
31.03418	-3.2525599	-191.38921
31.133789	-3.2334857	-193.14401
31.233398	-3.2811708	-194.59364
31.333008	-3.3383932	-196.57735
31.432617	-3.328856	-198.63734
31.532227	-3.3670042	-199.5529
31.631836	-3.3956153	-201.6129
31.731445	-3.4337635	-202.98624
31.831055	-3.4719117	-205.12253
31.930664	-3.4623744	-206.99179
32.030273	-3.4909856	-208.36513
32.129883	-3.6054301	-210.38698
32.229492	-3.5291338	-211.14993
32.329102	-3.6245041	-213.93475
32.428711	-3.6531153	-214.39253
32.52832	-3.6912634	-216.45253
32.62793	-3.7294116	-218.66512
32.727539	-3.7103374	-219.77142
32.827148	-3.7389486	-221.56438
32.926758	-3.7580225	-223.66252
33.026367	-3.8247819	-225.41734
33.125977	-3.8629301	-227.47734
33.225586	-3.9010782	-228.92697
33.325195	-3.872467	-230.71992
33.424805	-3.9010782	-232.97067
33.524414	-3.9487634	-234.38216
33.624023	-4.0345964	-236.86179
33.723633	-4.0345964	-237.89178
33.823242	-4.0822816	-239.95178
33.922852	-4.0918188	-241.7829
34.022461	-4.1490412	-243.65215
34.12207	-4.139504	-245.17807
34.22168	-4.1681151	-246.55141
34.321289	-4.1871891	-249.14548
34.420898	-4.2920966	-250.70955
34.520508	-4.1967263	-252.34993
34.620117	-4.2825594	-254.52437
34.719727	-4.3588557	-255.70695
34.819336	-4.2825594	-257.53809
34.918945	-4.3588557	-259.36917
35.018555	-4.4351521	-261.08585
35.118164	-4.3779297	-262.99326
35.217773	-4.454226	-264.02325
35.317383	-4.4923744	-266.76993
35.416992	-4.5686707	-268.33398
35.516602	-4.5686707	-270.35583
35.616211	-4.5972815	-272.68289
35.71582	-4.6163559	-273.48398
35.81543	-4.6545038	-275.73474
35.915039	-4.664041	-277.2225
36.014648	-4.7403374	-279.77844
36.114258	-4.7784853	-281.68585
36.213867	-4.7594113	-283.09732
36.313477	-4.8261704	-285.08102
36.413086	-4.7880225	-287.25546
36.512695	-4.8643184	-288.36176
36.612305	-4.8643184	-289.84955
36.711914	-4.931078	-291.71881
36.811523	-4.9596891	-293.8551
36.911133	-4.9406147	-295.41916
37.010742	-4.9787631	-298.39471
37.110352	-5.0645962	-299.80621
37.209961	-5.0455222	-300.83621
37.30957	-5.0741334	-303.43027
37.40918	-5.1218185	-304.19324
37.508789	-5.1599665	-305.68103
37.608398	-5.1885777	-307.39767
37.708008	-5.2171888	-309.26694
37.807617	-5.2076516	-310.44952
37.907227	-5.2744112	-311.36508
38.006836	-5.2553368	-314.18805
38.106445	-5.3602443	-316.43878
38.206055	-5.3697815	-316.24805
38.305664	-5.3411703	-318.38434
38.405273	-5.4174666	-319.87213
38.504883	-5.4556146	-321.20731
38.604492	-5.4079294	-322.92398
38.704102	-5.4556146	-325.09842
38.803711	-5.5605221	-326.31915
38.90332	-5.6177444	-327.34915
39.00293	-5.6177444	-329.63806
39.102539	-5.6272812	-331.62177
39.202148	-5.6558924	-332.53732
39.301758	-5.7226515	-334.48285
39.401367	-5.7417259	-335.66547
39.500977	-5.7321887	-337.15323
39.600586	-5.7321887	-338.71732
39.700195	-5.7894111	-340.09064
39.799805	-5.827559	-341.27322
39.899414	-5.8943181	-342.26508
39.999023	-5.9420033	-344.13434
40.098633	-5.9324665	-345.54584
0.1484375	-5.9801517	-331.01138
0.24804688	-5.9610777	-328.22656
0.34765625	-5.9420033	-326.28101
0.44726563	-5.9038553	-323.00027
0.546875	-5.8752441	-320.21545
0.64648438	-5.9038553	-317.5451
0.74609375	-5.8847814	-315.29434
0.84570313	-5.846633	-312.89102
0.9453125	-5.7607999	-310.1825
1.0449219	-5.7131147	-308.19879
1.1445313	-5.7321887	-305.41397
1.2441406	-5.6749663	-302.32397
1.34375	-5.6749663	-300.68362
1.4433594	-5.6082072	-297.74622
1.5429688	-5.6368184	-294.80881
1.6425781	-5.6368184	-292.40546
1.7421875	-5.493763	-290.38361
1.8417969	-5.4651518	-288.28546
1.9414063	-5.4365406	-285.42435
2.0410156	-5.4079294	-283.66956
2.140625	-5.3602443	-281.18991
2.2402344	-5.3411703	-278.13806
2.3398438	-5.3411703	-276.23065
2.4394531	-5.3316331	-273.78918
2.5390625	-5.3220963	-271.30954
2.6386719	-5.2744112	-269.66919
2.7382813	-5.2458	-267.26584
2.8378906	-5.2362628	-265.35843
2.9375	-5.1313558	-262.42102
3.0371094	-5.1218185	-260.81882
3.1367188	-5.1504297	-258.60623
3.2363281	-5.0741334	-256.20288
3.3359375	-5.035985	-254.67696
3.4355469	-5.035985	-252.12103
3.5351563	-4.9978371	-249.6414
3.6347656	-4.9501519	-248.11548
3.734375	-5.0264482	-245.86475
3.8339844	-4.931078	-243.57585
3.9335938	-4.8833928	-241.05807
4.0332031	-4.8547816	-239.45586
4.1328125	-4.9024668	-237.66289
4.2324219	-4.7117262	-234.80179
4.3320313	-4.7498741	-233.27586
4.4316406	-4.7308002	-230.71992
4.53125	-4.6545038	-228.77438
4.6308594	-4.6545038	-226.82883
4.7304688	-4.6354299	-225.22659
4.8300781	-4.6258926	-222.74696
4.9296875	-4.6068187	-219.96216
5.0292969	-4.5305223	-218.74141
5.1289063	-4.5591335	-216.37624
5.2285156	-4.5591335	-214.23993
5.328125	-4.4733	-213.0192
5.4277344	-4.4065409	-210.42513
5.5273438	-4.3970041	-208.7466
5.6269531	-4.3302445	-206.49586
5.7265625	-4.3493185	-204.55031
5.8261719	-4.3779297	-203.21512
5.9257813	-4.3207078	-200.69734
6.0253906	-4.2062631	-200.16327
6.125	-4.2158003	-197.45476
6.2246094	-4.2158003	-194.93698
6.3242188	-4.1871891	-193.4492
6.4238281	-4.1299667	-191.99957
6.5234375	-4.1299667	-190.2066
6.6230469	-4.0918188	-188.33736
6.7226563	-4.0250597	-186.65883
6.8222656	-3.9869115	-184.71327
6.921875	-3.9773743	-182.92032
7.0214844	-3.9869115	-181.62328
7.1210938	-3.9392262	-179.29625
7.2207031	-3.9106152	-177.61772
7.3203125	-3.872467	-175.74846
7.4199219	-3.8343189	-174.0318
7.5195313	-3.8629301	-171.93365
7.6191406	-3.8152449	-170.36958
7.71875	-3.7484856	-168.80551
7.8183594	-3.6817265	-167.27959
7.9179688	-3.7198744	-164.9144
8.0175781	-3.6435783	-164.03699
8.1171875	-3.6626523	-161.93884
8.2167969	-3.5958931	-160.18402
8.3164063	-3.557745	-158.50551
8.4160156	-3.5482078	-156.97958
8.515625	-3.5195968	-155.52995
8.6152344	-3.5005226	-153.62254
8.7148438	-3.4623744	-151.98218
8.8144531	-3.3765411	-149.84589
8.9140625	-3.3765411	-147.59514
9.0136719	-3.3956153	-146.79404
9.1132813	-3.328856	-144.35255
9.2128906	-3.3574672	-142.97922
9.3125	-3.2811708	-140.80478
9.4121094	-3.2334857	-138.74477
9.5117188	-3.2334857	-136.72292
9.6113281	-3.2048745	-134.62477
9.7109375	-3.1571894	-132.98441
9.8105469	-3.1381154	-131.34404
9.9101563	-3.1190414	-129.16959
10.009766	-3.0332081	-127.71996
10.109375	-3.0618191	-125.35477
10.208984	-2.9664488	-124.01959
10.308594	-2.9664488	-121.807
10.408203	-2.9569118	-120.24293
10.507813	-2.9092267	-118.37366
10.607422	-2.9283006	-115.89404
10.707031	-2.8520043	-114.71145
10.806641	-2.8424673	-112.6896
10.90625	-2.747097	-110.59145
11.005859	-2.8138561	-109.44701
11.105469	-2.7184858	-107.61589
11.205078	-2.7280228	-105.25071
11.304688	-2.6994119	-103.45775
11.404297	-2.6708007	-101.13071
11.503906	-2.6040416	-99.070709
11.603516	-2.6135786	-97.506638
11.703125	-2.5945044	-96.476639
11.802734	-2.5182083	-94.187752
11.902344	-2.508671	-92.432938
12.001953	-2.4991341	-91.021454
12.101563	-2.4037638	-89.60997
12.201172	-2.4609859	-87.282936
12.300781	-2.3465416	-86.062195
12.400391	-2.3465416	-84.345528
12.5	-2.3274674	-82.743309
12.599609	-2.2511711	-80.530716
12.699219	-2.3083935	-79.424423
12.798828	-2.2225602	-78.051086
12.898438	-2.184412	-75.914795
12.998047	-2.1558008	-74.808495
13.097656	-2.1271899	-72.862938
13.197266	-2.0985787	-71.565903
13.296875	-2.1081157	-69.696648
13.396484	-2.0319452	-67.97998
13.496094	-2.0414405	-66.797386
13.595703	-1.9369946	-65.042572
13.695313	-1.9654799	-64.203316
13.794922	-1.9464897	-62.334057
13.894531	-1.8990144	-60.274055
13.994141	-1.8895192	-59.244057
14.09375	-1.8420439	-57.336651
14.193359	-1.8230537	-55.772575
14.292969	-1.8135587	-54.361095
14.392578	-1.728103	-52.682575
14.492188	-1.728103	-51.232948
14.591797	-1.6711326	-48.791466
14.691406	-1.6521425	-48.181095
14.791016	-1.6521425	-46.502579
14.890625	-1.5761819	-44.213692
14.990234	-1.585677	-43.488876
15.089844	-1.5382016	-41.276283
15.189453	-1.4717361	-40.055542
15.289063	-1.452746	-38.148136
15.388672	-1.4812312	-36.317028
15.488281	-1.4052706	-34.981842
15.587891	-1.4052706	-33.188877
15.6875	-1.3672904	-32.158878
15.787109	-1.3577952	-30.671103
15.886719	-1.2913297	-28.801844
15.986328	-1.2343594	-27.390362
16.085938	-1.1963791	-25.482956
16.185547	-1.2438544	-23.461103
16.285156	-1.1868839	-22.278511
16.384766	-1.1583987	-20.294809
16.484375	-1.0729431	-18.730736
16.583984	-1.1014284	-16.670736
16.683594	-1.1204184	-15.449995
16.783203	-1.0444579	-13.466292
16.882813	-1.0254678	-11.711478
16.982422	-0.96849734	-10.376293
17.082031	-0.95900226	-8.0492573
17.181641	-0.87354666	-6.8285165
17.28125	-0.89253676	-4.9211097
17.380859	-0.86405158	-3.089999
17.480469	-0.8545565	-1.2588885
17.580078	-0.81657618	0.41962957
17.679688	-0.77859592	1.4496293
17.779297	-0.74061567	2.9374065
17.878906	-0.68364519	4.6922207
17.978516	-0.66465509	6.0655537
18.078125	-0.63616985	7.8975496
18.177734	-0.62667477	8.8540182
18.277344	-0.62667477	10.422628
18.376953	-0.56020927	11.952979
18.476563	-0.52222902	13.253777
18.576172	-0.49374378	15.128456
18.675781	-0.48424873	16.084925
18.775391	-0.42727828	17.997864
18.875	-0.39879307	19.375179
18.974609	-0.41778323	20.331648
19.074219	-0.34182265	22.665434
19.173828	-0.34182265	23.813196
19.273438	-0.27535716	25.381805
19.373047	-0.26586208	26.759121
19.472656	-0.15192123	28.710318
19.572266	-0.24687195	31.044104
19.671875	-0.21838672	31.694502
19.771484	-0.16141631	33.722218
19.871094	-0.16141631	35.520378
19.970703	-0.056970522	36.744659
20.070313	-0.037980378	38.963669
20.169922	-0.04747545	40.073174
20.269531	0.018990049	42.024368
20.369141	-0.0094951652	43.746014
20.46875	0.066465408	45.505917
20.568359	0.15192105	48.260548
20.667969	0.1329309	49.75264
20.767578	0.094950616	52.048164
20.867188	0.21838655	53.76981
20.966797	0.23737669	54.420208
21.066406	0.31333727	56.792252
21.166016	0.2658619	58.552155
21.265625	0.31333727	60.732906
21.365234	0.3323274	61.957188
21.464844	0.37980276	63.831867
21.564453	0.37980276	66.242172
21.664063	0.40828797	68.42292
21.763672	0.47475347	70.1063
21.863281	0.47475347	71.598396
21.962891	0.52222884	73.205261
22.0625	0.53172392	75.730339
22.162109	0.54121894	78.025871
22.261719	0.54121894	79.785774
22.361328	0.58869433	80.857018
22.460938	0.69314009	82.234329
22.560547	0.63616967	84.759415
22.660156	0.69314009	86.710609
22.759766	0.75011051	89.044395
22.859375	0.80708092	90.49823
22.958984	0.77859575	91.799026
23.058594	0.83556616	93.826736
23.158203	0.83556616	95.089279
23.257813	0.8640514	96.925697
23.357422	0.94001192	97.958687
23.457031	0.96849716	99.795105
23.556641	0.9969824	101.55501
23.65625	0.9969824	102.81755
23.755859	1.0159725	105.15134
23.855469	1.1014282	106.52865
23.955078	1.1394085	108.21204
24.054688	1.1773887	109.47457
24.154297	1.082438	111.54055
24.253906	1.2913296	113.49174
24.353516	1.215369	115.02209
24.453125	1.2438542	116.39941
24.552734	1.2723395	118.69494
24.652344	1.3862803	119.88096
24.751953	1.2818345	121.64086
24.851563	1.3672901	123.66858
24.951172	1.4242606	125.505
25.050781	1.4432508	127.18839
25.150391	1.4527458	128.75699
25.25	1.5382015	131.6264
25.349609	1.5192113	131.81769
25.449219	1.5571916	134.0367
25.548828	1.5951718	135.75835
25.648438	1.6901226	137.40347
25.748047	1.6711324	139.39293
25.847656	1.6996176	140.8085
25.947266	1.7186078	142.79796
26.046875	1.6996176	144.0605
26.146484	1.6806275	145.8204
26.246094	1.7945683	148.34547
26.345703	1.7850733	149.49324
26.445313	1.8610338	151.06186
26.544922	1.8705289	153.70171
26.644531	1.9559846	154.69644
26.744141	1.9464895	156.34157
26.84375	1.9274993	158.2545
26.943359	2.0034599	160.43526
27.042969	1.9749748	161.81256
27.142578	2.0889156	163.34291
27.242188	2.0794206	165.60019
27.341797	2.1268959	167.47487
27.441406	2.1079056	169.08173
27.541016	2.1838663	171.339
27.640625	2.1933613	173.21368
27.740234	2.2788169	175.35617
27.839844	2.288312	177.30737
27.939453	2.2788169	179.41161
28.039063	2.3642726	180.7124
28.138672	2.3642726	182.51056
28.238281	2.4402332	184.19394
28.337891	2.421243	186.1834
28.4375	2.3927579	187.9433
28.537109	2.5066986	190.39186
28.636719	2.4972036	191.42485
28.736328	2.5446789	193.56734
28.835938	2.5161939	195.21246
28.935547	2.6491249	197.81407
29.035156	2.6301346	198.73228
29.134766	2.6586199	201.10432
29.234375	2.6871049	202.979
29.333984	2.7345803	204.39458
29.433594	2.7440755	206.76662
29.533203	2.7345803	209.17693
29.632813	2.7725606	210.78378
29.732422	2.8295312	213.27061
29.832031	2.8390262	214.95399
29.931641	2.9244819	217.47908
30.03125	2.9244819	218.01469
30.130859	2.9529669	220.69281
30.230469	2.9719572	223.33266
30.330078	3.0004423	224.86302
30.429688	3.0479178	227.15854
30.529297	3.0764029	228.99496
30.628906	3.1048882	230.94615
30.728516	3.1238782	232.74432
30.828125	3.1713536	235.03984
30.927734	3.2378192	237.98578
31.027344	3.1903439	238.71269
31.126953	3.2757995	240.9317
31.226563	3.3327699	243.38026
31.326172	3.2947896	244.94887
31.425781	3.3327699	247.55046
31.525391	3.3422649	248.88953
31.625	3.4087305	250.57291
31.724609	3.4277205	253.90141
31.824219	3.4751959	255.04918
31.923828	3.5036812	257.88034
32.023438	3.5226712	259.44894
32.123047	3.5986319	261.47665
32.222656	3.5891368	264.53735
32.322266	3.5796418	266.14423
32.421875	3.6366122	268.478
32.521484	3.6650975	270.46747
32.621094	3.6650975	272.41867
32.720703	3.7220678	274.3316
32.820313	3.7980285	276.81842
32.919922	3.8075235	279.57306
33.019531	3.8265135	281.10339
33.119141	3.8455038	282.74854
33.21875	3.8739889	285.77097
33.318359	3.9309595	288.21954
33.417969	3.9404545	290.62982
33.517578	3.9974248	292.58102
33.617188	3.9689395	294.87656
33.716797	4.0449004	296.5217
33.816406	4.0449004	299.5824
33.916016	4.0828805	301.80139
34.015625	4.1398511	303.48477
34.115234	4.1208606	306.27768
34.214844	4.2348018	309.03229
34.314453	4.1873264	310.67743
34.414063	4.2253065	313.81464
34.513672	4.2158113	315.99539
34.613281	4.2822771	318.71176
34.712891	4.3202572	320.05081
34.8125	4.3487425	323.34109
34.912109	4.4057131	326.13397
35.011719	4.4152079	328.6973
35.111328	4.4247031	331.1076
35.210938	4.4436932	334.24484
35.310547	4.4816732	336.15778
35.410156	4.5101585	339.21848
35.509766	4.5196538	340.82535
35.609375	4.5766244	343.92429
35.708984	4.5576339	346.06677
35.808594	4.5766244	348.51535
35.908203	4.7000599	351.92038
36.007813	4.7095551	353.64203
36.107422	4.7190504	356.28189
36.207031	4.7855158	358.27133
36.306641	4.7475352	359.53387
36.40625	4.795011	363.24496
36.505859	4.8234959	365.84656
36.605469	4.8329911	367.79776
36.705078	4.9184465	370.66718
36.804688	4.9279418	373.26877
36.904297	5.0133977	376.09991
37.003906	4.9564271	378.47195
37.103516	5.0323877	381.72397
37.203125	5.060873	384.93768
37.302734	5.0988531	387.23322
37.402344	5.0893579	388.76358
37.501953	5.1368332	391.74774
37.601563	5.1748137	394.84671
37.701172	5.1368332	395.8797
37.800781	5.2697644	399.59079
37.900391	5.2697644	402.88104
38	5.326735	405.25311
38.099609	5.3172398	407.70166
38.199219	5.326735	411.06842
38.298828	5.3932004	412.98138
38.398438	5.4216857	416.73074
38.498047	5.4121904	419.02625
38.597656	5.469161	422.39304
38.697266	5.5356264	423.61731
38.796875	5.5546165	426.52496
38.896484	5.5546165	428.93527
38.996094	5.5736065	431.42209
39.095703	5.611587	434.44455
39.195313	5.6875477	437.12265
39.294922	5.6875477	439.87729
39.394531	5.6970425	441.82849
39.494141	5.7065377	444.5831
39.59375	5.7635078	447.98813
39.693359	5.8204784	448.90634
39.792969	5.8109837	451.96704
39.892578	5.8489637	454.75995
39.992188	5.8869438	455.79294
40.091797	5.9154291	459.38925
0.15332031	5.9534097	445.69263
0.25292969	5.9723997	442.70844
0.35253906	5.9913898	438.00259
0.45214844	5.9059343	433.64111
0.55175781	5.8869438	427.86404
0.65136719	5.8964391	424.38248
0.75097656	5.8109837	420.21228
0.85058594	5.7824984	416.15686
0.95019531	5.7824984	412.10141
1.0498047	5.7635078	407.12778
1.1494141	5.7255278	404.41141
1.2490234	5.735023	398.48129
1.3486328	5.6685572	394.42587
