Sec	mm	kN
40.092773	-5.9167724	-332.21732
0.14648438	-6.0121427	-319.55212
0.24609375	-5.9549203	-318.02621
0.34570313	-5.9739943	-315.24139
0.4453125	-5.9263091	-312.91437
0.54492188	-5.9072351	-310.58731
0.64453125	-5.8500128	-308.22214
0.74414063	-5.8309388	-305.5899
0.84375	-5.7641797	-303.33917
0.94335938	-5.7164946	-301.05029
1.0429688	-5.6783462	-298.914
1.1425781	-5.7355685	-296.66327
1.2421875	-5.6878834	-294.56509
1.3417969	-5.6688094	-292.08548
1.4414063	-5.649735	-290.10178
1.5410156	-5.592597	-288.19437
1.640625	-5.5641117	-286.3251
1.7402344	-5.5261316	-283.92178
1.8398438	-5.450171	-282.12881
1.9394531	-5.4596658	-280.14511
2.0390625	-5.4026957	-277.89438
2.1386719	-5.4406757	-275.52917
2.2382813	-5.3362298	-273.43103
2.3378906	-5.3932004	-271.63809
2.4375	-5.2792597	-269.46362
2.5371094	-5.2887545	-267.21289
2.6367188	-5.2507744	-265.0766
2.7363281	-5.2507744	-263.20734
2.8359375	-5.184309	-261.14734
2.9355469	-5.1748137	-259.43066
3.0351563	-5.1178432	-257.40881
3.1347656	-5.1178432	-255.11993
3.234375	-5.0798631	-253.25067
3.3339844	-5.0513778	-251.38141
3.4335938	-5.041883	-249.13068
3.5332031	-5.0039024	-247.52846
3.6328125	-4.9659224	-245.39217
3.7324219	-4.9564271	-243.14142
3.8320313	-4.8519812	-241.61549
3.9316406	-4.8329911	-239.82253
4.03125	-4.8234963	-238.4492
4.1308594	-4.8045058	-235.96957
4.2304688	-4.7665257	-234.55809
4.3300781	-4.7570305	-232.57439
4.4296875	-4.7000604	-230.4381
4.5292969	-4.6620798	-228.53069
4.6289063	-4.6715751	-227.1192
4.7285156	-4.5861192	-224.83031
4.828125	-4.6051097	-223.18994
4.9277344	-4.6240997	-221.0918
5.0273438	-4.5291491	-219.26068
5.1269531	-4.5576344	-217.20068
5.2265625	-4.5006638	-215.36957
5.3261719	-4.5006638	-213.38588
5.4257813	-4.4721785	-211.55476
5.5253906	-4.3677325	-210.10513
5.625	-4.3677325	-208.00699
5.7246094	-4.3107624	-206.32846
5.8242188	-4.3202572	-204.42107
5.9238281	-4.2727818	-202.89514
6.0234375	-4.2063165	-201.3692
6.1230469	-4.2063165	-199.15662
6.2226563	-4.2348018	-197.59254
6.3222656	-4.1398511	-195.57069
6.421875	-4.1588411	-193.70143
6.5214844	-4.1303558	-192.2518
6.6210938	-4.1208611	-190.61143
6.7207031	-4.0259104	-189.42885
6.8203125	-3.9879298	-187.44514
6.9199219	-4.0069199	-185.72847
7.0195313	-3.8739891	-183.66847
7.1191406	-3.9404545	-182.44774
7.21875	-3.9214644	-180.73106
7.3183594	-3.8929791	-178.74736
7.4179688	-3.8455038	-177.37402
7.5175781	-3.8170185	-175.35217
7.6171875	-3.7790384	-173.48293
7.7167969	-3.7600482	-171.957
7.8164063	-3.7220678	-170.08774
7.9160156	-3.6840875	-168.52367
8.015625	-3.6650975	-166.99774
8.1152344	-3.6935828	-165.01404
8.2148438	-3.6366122	-163.717
8.3144531	-3.5701468	-162.34366
8.4140625	-3.5131764	-160.70329
8.5136719	-3.5131764	-158.6433
8.6132813	-3.4562058	-157.3844
8.7128906	-3.4562058	-155.40071
8.8125	-3.4087305	-154.2944
8.9121094	-3.4087305	-152.38701
9.0117188	-3.3897405	-150.78477
9.1113281	-3.3232749	-149.06812
9.2109375	-3.2852945	-147.50404
9.3105469	-3.2473145	-146.16885
9.4101563	-3.1998389	-144.98627
9.5097656	-3.1903439	-143.00256
9.609375	-3.1998389	-141.32404
9.7089844	-3.1428685	-139.49294
9.8085938	-3.0764031	-138.00516
9.9082031	-3.0764031	-136.66997
10.007813	-3.0953932	-134.83885
10.107422	-3.0194325	-133.38924
10.207031	-3.0384228	-131.8633
10.306641	-3.0099375	-130.10849
10.40625	-2.9529672	-128.46812
10.505859	-2.8675115	-127.47626
10.605469	-2.8865016	-125.49256
10.705078	-2.8959968	-123.7759
10.804688	-2.8010459	-122.17368
10.904297	-2.7630658	-120.72404
11.003906	-2.7345805	-119.35072
11.103516	-2.7630658	-118.12997
11.203125	-2.7060952	-116.26072
11.302734	-2.6776102	-114.65849
11.402344	-2.6491249	-113.17072
11.501953	-2.6301348	-111.75923
11.601563	-2.5636692	-110.27146
11.701172	-2.5541742	-109.24146
11.800781	-2.5161939	-107.63924
11.900391	-2.4782135	-106.22775
12	-2.4877086	-104.39664
12.099609	-2.4592235	-103.29035
12.199219	-2.4497283	-101.30665
12.298828	-2.4117482	-100.27665
12.398438	-2.3452826	-98.827019
12.498047	-2.3167973	-97.415535
12.597656	-2.2598269	-95.622574
12.697266	-2.2503319	-94.745163
12.796875	-2.1933615	-93.562576
12.896484	-2.1933615	-91.769615
12.996094	-2.2028565	-90.968498
13.095703	-2.1268959	-89.061096
13.195313	-2.1363909	-87.573318
13.294922	-2.0509353	-86.123688
13.394531	-2.0319452	-84.864799
13.494141	-2.0129552	-83.262581
13.59375	-2.0224502	-82.003685
13.693359	-1.9464896	-80.630356
13.792969	-1.9464896	-79.600357
13.892578	-1.8895192	-77.921837
13.992188	-1.8895192	-76.395912
14.091797	-1.8135586	-75.251465
14.191406	-1.8705291	-74.145172
14.291016	-1.7945684	-72.619247
14.390625	-1.7375981	-71.13147
14.490234	-1.7375981	-69.567398
14.589844	-1.6616374	-68.232208
14.689453	-1.6521424	-67.011475
14.789063	-1.6236572	-65.561844
14.888672	-1.5666867	-64.035919
14.988281	-1.6141621	-62.853325
15.087891	-1.5951719	-61.479992
15.1875	-1.4717361	-59.954067
15.287109	-1.4812311	-58.618881
15.386719	-1.4717361	-57.16925
15.486328	-1.4622409	-55.528881
15.585938	-1.4432508	-54.57518
15.685547	-1.3577952	-52.782215
15.785156	-1.3483001	-51.408882
15.884766	-1.3008248	-50.111847
15.984375	-1.2533494	-48.585922
16.083984	-1.2628444	-47.021847
16.183594	-1.2438543	-45.91555
16.283203	-1.1963789	-44.427773
16.382813	-1.0919333	-43.626663
16.482422	-1.0919333	-42.520367
16.582031	-1.1109233	-40.651108
16.681641	-1.0539529	-39.506664
16.78125	-1.0064776	-38.247776
16.880859	-0.94950712	-36.874443
16.980469	-0.9590022	-35.653702
17.080078	-0.91152686	-34.585556
17.179688	-0.94950712	-32.983334
17.279297	-0.90203178	-31.41926
17.378906	-0.86405146	-30.541853
17.478516	-0.78809094	-29.092222
17.578125	-0.80708104	-27.604446
17.677734	-0.77859586	-26.154816
17.777344	-0.74061555	-25.201113
17.876953	-0.69314021	-23.865929
17.976563	-0.72162545	-22.225557
18.076172	-0.62667471	-20.928522
18.175781	-0.63616979	-19.364449
18.275391	-0.56970429	-17.647781
18.375	-0.56970429	-16.388893
18.474609	-0.55071414	-15.130005
18.574219	-0.48424864	-13.98556
18.673828	-0.47475356	-12.650375
18.773438	-0.47475356	-11.238894
18.873047	-0.36081272	-10.094451
18.972656	-0.3703078	-8.8737106
19.072266	-0.39879301	-7.4987178
19.171875	-0.27535707	-6.0448847
19.271484	-0.30384231	-4.9353805
19.371094	-0.22788173	-3.5963237
19.470703	-0.21838665	-2.6398547
19.570313	-0.19939651	-0.91821003
19.669922	-0.14242609	0.19129418
19.769531	-0.16141623	1.3390572
19.869141	-0.12343594	2.8311491
19.96875	-0.075960584	3.0989604
20.068359	-0.028485229	4.8588638
20.167969	-0.028485229	5.7005568
20.267578	0.018990126	7.3074245
20.367188	0.028485198	8.7612581
20.466797	0.075960554	10.329867
20.566406	0.10444576	11.477631
20.666016	0.13293098	13.04624
20.765625	0.18990141	14.385297
20.865234	0.17091127	16.183458
20.964844	0.24687183	17.71381
21.064453	0.20889156	19.55023
21.164063	0.23737676	21.118839
21.263672	0.31333733	22.878742
21.363281	0.31333733	24.638645
21.462891	0.34182253	26.360291
21.5625	0.37030774	28.043676
21.662109	0.43677324	30.874825
21.761719	0.49374369	32.175625
21.861328	0.46525848	33.705975
21.960938	0.53172398	35.618912
22.060547	0.53172398	37.608368
22.160156	0.54121906	39.406528
22.259766	0.61717963	41.625538
22.359375	0.65515989	43.653252
22.458984	0.68364513	45.910519
22.558594	0.71213031	47.096542
22.658203	0.77859581	49.583363
22.757813	0.74061555	51.572819
22.857422	0.75960565	54.097897
22.957031	0.78809088	56.010834
23.056641	0.80708104	57.617702
23.15625	0.83556622	59.645416
23.255859	0.9115268	61.673134
23.355469	0.94950712	63.777363
23.455078	0.95900214	65.6903
23.554688	0.9779923	67.335426
23.654297	1.0444578	69.630959
23.753906	1.1014283	71.658669
23.853516	1.1014283	73.418571
23.953125	1.1014283	75.828873
24.052734	1.1773888	78.047882
24.152344	1.1489036	79.157387
24.251953	1.2153691	81.185104
24.351563	1.2438543	82.371124
24.451172	1.2818346	83.748444
24.550781	1.2533494	86.082222
24.650391	1.3198149	87.995163
24.75	1.3103198	89.295959
24.849609	1.3767853	91.017609
24.949219	1.3767853	93.198357
25.048828	1.4242606	95.187813
25.148438	1.5097163	96.718163
25.248047	1.5382015	98.478065
25.347656	1.4812311	100.35275
25.447266	1.5382015	101.73006
25.546875	1.6046669	103.94907
25.646484	1.5761818	106.01505
25.746094	1.6616374	107.73669
25.845703	1.7186079	109.64963
25.945313	1.7186079	111.60082
26.044922	1.6616374	113.51376
26.144531	1.7660832	115.12063
26.244141	1.7755783	116.95705
26.34375	1.7850734	119.02303
26.443359	1.8705289	120.93596
26.542969	1.8515389	122.77238
26.642578	1.9180044	124.41751
26.742188	1.9559846	125.98612
26.841797	1.9749748	127.47821
26.941406	2.0034599	128.97031
27.041016	2.0604305	130.57716
27.140625	2.0604305	132.41359
27.240234	2.0794206	134.32652
27.339844	2.0794206	136.16295
27.439453	2.1268959	138.22893
27.539063	2.1648762	139.33842
27.638672	2.1743712	141.06007
27.738281	2.2028565	143.20256
27.837891	2.2788169	145.07724
27.9375	2.3073022	146.49281
28.037109	2.3167973	148.52054
28.136719	2.3357875	150.1274
28.236328	2.4022529	151.77252
28.335938	2.4687185	153.80025
28.435547	2.4687185	155.1393
28.535156	2.5256889	156.28706
28.634766	2.4877086	158.08522
28.734375	2.5541742	160.07468
28.833984	2.5446789	161.7198
28.933594	2.6586199	163.59448
29.033203	2.6111445	164.9718
29.132813	2.6586199	167.30559
29.232422	2.6776099	168.79768
29.332031	2.7440755	169.94543
29.431641	2.7630656	172.54704
29.53125	2.7250855	173.50351
29.630859	2.7820559	175.30167
29.730469	2.8295312	177.25287
29.830078	2.8675115	178.97452
29.929688	2.9529672	181.07874
30.029297	2.9244819	182.30302
30.128906	2.9719572	184.29248
30.228516	3.0289276	186.28194
30.328125	3.0194325	187.88881
30.427734	3.0384228	189.99304
30.527344	3.0384228	191.7912
30.626953	3.1238785	193.43633
30.726563	3.1808488	195.311
30.826172	3.1903439	197.14743
30.925781	3.1808488	198.86906
31.025391	3.2378192	200.43768
31.125	3.2473142	202.38887
31.224609	3.2852945	204.53137
31.324219	3.2852945	206.09998
31.423828	3.3137798	208.16595
31.523438	3.3897405	210.19366
31.623047	3.3802452	211.49446
31.722656	3.4277205	213.59869
31.822266	3.5036812	214.86124
31.921875	3.4657009	216.46811
32.021484	3.5321665	218.38104
32.121094	3.5511565	220.14095
32.220703	3.5321665	221.97737
32.320313	3.5891368	224.15811
32.419922	3.6271172	225.76498
32.519531	3.6556025	227.79269
32.619141	3.6745925	229.70563
32.71875	3.7030778	231.19772
32.818359	3.7030778	233.30196
32.917969	3.8170185	234.98535
33.017578	3.8834841	237.28087
33.117188	3.8834841	238.35211
33.216797	3.8929791	240.41809
33.316406	3.8644938	242.21625
33.416016	3.9404545	244.32048
33.515625	3.9499495	246.04213
33.615234	4.0354052	247.91681
33.714844	4.0449004	249.71497
33.814453	3.9879298	251.55139
33.914063	4.1303558	253.54085
34.013672	4.1208611	255.49205
34.113281	4.1018705	257.29019
34.212891	4.1113658	258.5145
34.3125	4.1968212	260.65698
34.412109	4.2348018	262.56992
34.511719	4.2348018	263.94724
34.611328	4.2822771	266.39578
34.710938	4.3582377	268.1557
34.810547	4.3677325	270.06863
34.910156	4.3677325	272.05807
35.009766	4.4531884	274.00928
35.109375	4.4531884	275.92221
35.208984	4.5101585	277.79691
35.308594	4.5101585	279.51855
35.408203	4.4816737	281.73755
35.507813	4.5671291	283.65048
35.607422	4.6051097	285.21912
35.707031	4.5861192	287.3616
35.806641	4.6620798	289.46582
35.90625	4.7190504	291.11096
36.005859	4.7570305	293.13867
36.105469	4.7665257	294.47772
36.205078	4.7285452	297.07932
36.304688	4.8234963	298.64792
36.404297	4.8234963	300.98172
36.503906	4.8424864	302.51205
36.603516	4.8804665	304.65457
36.703125	4.9564271	306.72052
36.802734	4.9944072	308.36566
36.902344	4.9849124	310.01077
37.001953	4.9944072	311.65591
37.101563	4.9944072	312.84195
37.201172	5.1178432	314.86966
37.300781	5.1273384	316.09393
37.400391	5.1558237	318.19815
37.5	5.0798631	320.07285
37.599609	5.1748137	321.52667
37.699219	5.203299	323.97525
37.798828	5.2317843	326.00296
37.898438	5.2792597	327.83939
37.998047	5.326735	329.63754
38.097656	5.3077445	331.35919
38.197266	5.326735	333.76947
38.296875	5.4311805	334.76422
38.396484	5.450171	336.33282
38.496094	5.4976463	338.55182
38.595703	5.4786558	340.6178
38.695313	5.4786558	342.07162
38.794922	5.5546165	344.32889
38.894531	5.5261312	345.6297
38.994141	5.5546165	347.73392
39.09375	5.5831017	348.72867
39.193359	5.611587	350.6416
39.292969	5.6970425	352.24847
39.392578	5.735023	354.31445
39.492188	5.735023	355.11786
39.591797	5.7824984	357.37515
39.691406	5.7919931	358.10205
39.791016	5.8204784	359.67065
39.890625	5.877449	361.54535
39.990234	5.9059343	362.84613
40.089844	5.9439144	364.10867
0.1484375	6.0293703	350.06772
0.24804688	5.9913898	349.45557
0.34765625	5.9534097	344.55844
0.44726563	5.9249244	340.6178
0.546875	5.9249244	337.13626
0.64648438	5.8679538	333.15735
0.74609375	5.8014884	330.51749
0.84570313	5.839469	327.45679
0.9453125	5.7919931	324.24304
1.0449219	5.7824984	320.95279
1.1445313	5.7065377	317.50949
1.2441406	5.735023	314.83139
1.34375	5.6305771	312.15329
1.4433594	5.6590624	308.70999
1.5429688	5.592597	305.53452
1.6425781	5.5356264	303.00943
1.7421875	5.573607	300.82867
1.8417969	5.5071411	297.50018
1.9414063	5.4406757	294.86032
2.0410156	5.4121904	291.83786
2.140625	5.4121904	289.35104
2.2402344	5.2982497	286.71121
2.3398438	5.3077445	284.26263
2.4394531	5.2887545	282.00537
2.5390625	5.2697644	278.9064
2.6386719	5.2507744	276.30481
2.7382813	5.203299	274.31537
2.8378906	5.2317843	271.56073
2.9375	5.1938038	268.80609
3.0371094	5.1368337	266.08972
3.1367188	5.1083484	263.33508
3.2363281	5.0798631	261.11609
3.3359375	5.0133977	258.24667
3.4355469	5.0228925	256.21896
3.5351563	5.0228925	253.80865
3.6347656	5.0133977	251.8192
3.734375	4.9374371	249.94452
3.8339844	4.8994565	247.80203
3.9335938	4.8899617	245.12392
4.0332031	4.8140011	242.82838
4.1328125	4.8329911	240.34157
4.2324219	4.8329911	238.04605
4.3320313	4.7665257	234.98535
4.4316406	4.7285452	233.0724
4.53125	4.6810699	229.89693
4.6308594	4.6430898	227.41011
4.7304688	4.5956144	225.30588
4.8300781	4.6146045	222.81906
4.9296875	4.5861192	221.02089
5.0292969	4.5861192	218.45757
5.1289063	4.4911685	215.5499
5.2285156	4.4721785	213.29262
5.328125	4.4911685	210.84407
5.4277344	4.4721785	208.66331
5.5273438	4.4057131	206.1765
5.6269531	4.3582377	204.11052
5.7265625	4.3392477	201.20285
5.8261719	4.3582377	198.94559
5.9257813	4.2822771	196.87961
6.0253906	4.2917724	194.12498
6.125	4.2158117	191.9825
6.2246094	4.1873264	190.33737
6.3242188	4.1873264	187.62099
6.4238281	4.1778312	185.70805
6.5234375	4.0828805	183.56557
6.6230469	4.0923758	181.04048
6.7226563	4.0543952	178.47714
6.8222656	4.0164151	176.67899
6.921875	4.0164151	174.5365
7.0214844	3.9214644	171.78186
7.1210938	3.9879298	169.67763
7.2207031	3.9404545	167.84122
7.3203125	3.8929791	165.35439
7.4199219	3.8265135	162.94409
7.5195313	3.7885334	160.53378
7.6191406	3.7505531	159.00343
7.71875	3.7695432	156.36359
7.8183594	3.7410581	154.87149
7.9179688	3.6650975	152.34641
8.0175781	3.6650975	150.16566
8.1171875	3.6745925	148.52054
8.2167969	3.6081271	145.68938
8.3164063	3.5701468	143.16431
8.4160156	3.5701468	141.09833
8.515625	3.4846911	138.72629
8.6152344	3.4751961	136.62206
8.7148438	3.4846911	134.59435
8.8144531	3.3897405	132.29881
8.9140625	3.3517601	130.88324
9.0136719	3.3232749	128.28165
9.1132813	3.3517601	126.29219
9.2128906	3.3232749	124.18796
9.3125	3.2757995	122.23676
9.4121094	3.2473142	120.09427
9.5117188	3.2378192	117.53093
9.6113281	3.1143832	115.77103
9.7109375	3.1333735	114.04939
9.8105469	3.1903439	111.7156
9.9101563	3.1333735	109.38181
10.009766	3.0858982	107.62191
10.109375	3.0669079	105.51768
10.208984	2.9719572	103.48997
10.308594	2.9719572	101.0414
10.408203	2.9624622	99.24324
10.507813	2.9529672	97.253784
10.607422	2.8865016	95.45562
10.707031	2.8865016	93.351395
10.806641	2.8390262	91.170639
10.90625	2.8010459	89.716805
11.005859	2.7725608	87.650833
11.105469	2.7630656	85.584862
11.205078	2.6301346	83.901474
11.304688	2.6491249	82.485901
11.404297	2.6586199	80.687737
11.503906	2.6586199	78.583504
11.603516	2.5541742	76.632309
11.703125	2.5446789	74.719368
11.802734	2.5446789	73.22728
11.902344	2.5066988	71.161308
12.001953	2.4592235	69.057076
12.101563	2.4497283	67.909309
12.201172	2.3927579	65.575523
12.300781	2.3832629	63.853882
12.400391	2.3357875	62.132236
12.5	2.3832629	60.410591
12.599609	2.2408369	58.535912
12.699219	2.2883122	57.158596
12.798828	2.2313416	55.551731
12.898438	2.2503319	53.98312
12.998047	2.1648762	52.070183
13.097656	2.1363909	50.960678
13.197266	2.1079059	48.66515
13.296875	2.0509353	46.943508
13.396484	2.0509353	45.642708
13.496094	1.9939649	43.729771
13.595703	2.0319452	42.199421
13.695313	1.9654797	39.942154
13.794922	1.9180044	38.373543
13.894531	1.9180044	37.034485
13.994141	1.8515389	34.930256
14.09375	1.7755783	33.285126
14.193359	1.8515389	31.601742
14.292969	1.7470931	29.880096
14.392578	1.7470931	28.388004
14.492188	1.7281029	25.939444
14.591797	1.7186079	24.179541
14.691406	1.6046669	22.228344
14.791016	1.6331522	20.774511
14.890625	1.6616374	18.708538
14.990234	1.5571916	17.101669
15.089844	1.5571916	14.806143
15.189453	1.5192114	13.505345
15.289063	1.4812311	11.362854
15.388672	1.4527459	10.023797
15.488281	1.3957754	7.9195652
15.587891	1.4337558	6.2361794
15.6875	1.3862804	4.6675696
15.787109	1.3198149	2.9459255
15.886719	1.3198149	0.91821074
15.986328	1.3103198	-0.42084607
16.085938	1.2913296	-2.2955256
16.185547	1.2343593	-3.7876174
16.285156	1.1204184	-5.0884156
16.384766	1.205874	-6.7335424
16.484375	1.1394085	-7.6134944
16.583984	1.0824381	-9.3314877
16.683594	1.1014283	-11.200747
16.783203	1.0349628	-12.802968
16.882813	0.98748738	-13.832968
16.982422	0.9779923	-15.244449
17.082031	0.98748738	-17.228151
17.181641	0.87354654	-18.601484
17.28125	0.86405146	-19.93667
17.380859	0.8450613	-21.57704
17.480469	0.83556622	-23.293707
17.580078	0.82607114	-24.552595
17.679688	0.77859581	-26.192965
17.779297	0.76910073	-27.680742
17.878906	0.67415005	-29.626297
17.978516	0.65515989	-31.114075
18.078125	0.64566481	-32.525555
18.177734	0.65515989	-33.937035
18.277344	0.61717963	-35.119629
18.376953	0.56970423	-36.378517
18.476563	0.53172398	-38.362221
18.576172	0.53172398	-39.582962
18.675781	0.44626832	-40.84185
18.775391	0.47475353	-42.367775
18.875	0.41778311	-43.550365
18.974609	0.33232749	-44.580368
19.074219	0.34182253	-45.457775
19.173828	0.35131761	-47.212589
19.273438	0.30384225	-48.013699
19.373047	0.26586199	-49.84481
19.472656	0.30384225	-50.64592
19.572266	0.26586199	-52.32444
19.671875	0.19939648	-53.583328
19.771484	0.094950698	-54.727772
19.871094	0.047475338	-55.98666
19.970703	0.12343591	-57.283695
20.070313	0.066465482	-58.351845
20.169922	0.075960554	-59.381844
20.269531	-1.6345938e-08	-60.449993
20.369141	-0.037980299	-62.090363
20.46875	-0.028485229	-62.624435
20.568359	-0.056970444	-63.921471
20.667969	-0.14242609	-65.485542
20.767578	-0.1709113	-66.62999
20.867188	-0.12343594	-67.545547
20.966797	-0.19939651	-68.65184
21.066406	-0.23737679	-70.101471
21.166016	-0.29434723	-71.4748
21.265625	-0.26586202	-72.390358
21.365234	-0.34182256	-73.458504
21.464844	-0.36081272	-74.869987
21.564453	-0.36081272	-75.899986
21.664063	-0.35131764	-77.082581
21.763672	-0.46525851	-78.494057
21.863281	-0.45576343	-79.333321
21.962891	-0.51273388	-81.049988
22.0625	-0.54121906	-82.270729
22.162109	-0.56020921	-83.529617
22.261719	-0.56970429	-84.674057
22.361328	-0.62667471	-85.856651
22.460938	-0.63616979	-87.22998
22.560547	-0.74061555	-88.488869
22.660156	-0.75960571	-89.900352
22.759766	-0.73112047	-91.235535
22.859375	-0.8260712	-92.303688
22.958984	-0.86405146	-93.715164
23.058594	-0.8260712	-94.630722
23.158203	-0.85455644	-95.54628
23.257813	-0.90203178	-97.110352
23.357422	-0.91152686	-98.025909
23.457031	-0.97799236	-99.780724
23.556641	-1.0159726	-100.81072
23.65625	-1.0064776	-102.06961
23.755859	-1.0729431	-102.98516
23.855469	-1.0919333	-104.3585
23.955078	-1.1773888	-105.04517
24.054688	-1.1204184	-106.07516
24.154297	-1.1868839	-107.63924
24.253906	-1.1963789	-108.63109
24.353516	-1.2153691	-109.77554
24.453125	-1.2153691	-111.53035
24.552734	-1.3008248	-112.86553
24.652344	-1.3577952	-113.66664
24.751953	-1.3483001	-115.03998
24.851563	-1.4052706	-116.18442
24.951172	-1.3957754	-117.48145
25.050781	-1.4147656	-118.89294
25.150391	-1.5287064	-119.80849
25.25	-1.4527459	-121.06738
25.349609	-1.5097163	-122.51701
25.449219	-1.5476966	-123.8522
25.548828	-1.5761818	-124.92034
25.648438	-1.6046671	-126.33183
25.748047	-1.6521424	-127.20923
25.847656	-1.6711326	-128.58257
25.947266	-1.7091128	-129.9559
26.046875	-1.6996177	-130.9859
26.146484	-1.7565882	-132.35922
26.246094	-1.7755783	-133.46553
26.345703	-1.7755783	-134.877
26.445313	-1.8800241	-136.0596
26.544922	-1.8800241	-136.97516
26.644531	-1.8325487	-138.1196
26.744141	-1.8705291	-139.30219
26.84375	-1.9654797	-140.52293
26.943359	-2.0129552	-142.04886
27.042969	-2.0699255	-143.49849
27.142578	-2.0224502	-144.75737
27.242188	-2.0699255	-146.207
27.341797	-2.1553812	-146.81737
27.441406	-2.1648762	-148.53404
27.541016	-2.1553812	-149.86922
27.640625	-2.1933615	-151.01367
27.740234	-2.2123516	-151.96738
27.839844	-2.2503319	-153.68404
27.939453	-2.2598269	-154.79033
28.039063	-2.2408369	-155.93478
28.138672	-2.3262925	-157.26996
28.238281	-2.4212432	-158.567
28.337891	-2.4117482	-159.86403
28.4375	-2.5066988	-161.5807
28.537109	-2.4782135	-162.687
28.636719	-2.4687185	-163.94589
28.736328	-2.5351839	-164.93774
28.835938	-2.5446792	-166.27292
28.935547	-2.6681149	-167.60811
29.035156	-2.6681149	-168.7144
29.134766	-2.6776102	-170.12589
29.234375	-2.7345805	-171.23218
29.333984	-2.7440755	-172.56737
29.433594	-2.7250855	-174.13144
29.533203	-2.7630658	-175.35217
29.632813	-2.8295312	-176.45848
29.732422	-2.8390262	-177.52663
29.832031	-2.8580165	-179.20514
29.931641	-2.8865016	-180.88365
30.03125	-2.8959968	-182.14255
30.130859	-2.9339769	-183.24884
30.230469	-3.0004425	-184.54588
30.330078	-3.0004425	-186.18625
30.429688	-3.0384228	-187.29254
30.529297	-3.0289278	-188.85661
30.628906	-3.0953932	-190.1918
30.728516	-3.1998389	-191.41255
30.828125	-3.1903439	-192.67143
30.927734	-3.2378192	-194.50255
31.027344	-3.2568095	-195.3418
31.126953	-3.2378192	-196.98218
31.226563	-3.2568095	-198.20291
31.326172	-3.3137798	-199.57625
31.425781	-3.3232749	-201.29291
31.525391	-3.3707502	-201.94144
31.625	-3.4087305	-203.27661
31.724609	-3.3897405	-204.3829
31.824219	-3.4846911	-205.94699
31.923828	-3.5511565	-207.81624
32.023438	-3.5226715	-208.88438
32.123047	-3.5701468	-210.33401
32.222656	-3.5891368	-211.51662
32.322266	-3.6081271	-212.96625
32.421875	-3.6461074	-214.68291
32.521484	-3.6176221	-215.82735
32.621094	-3.7125728	-217.50587
32.720703	-3.7410581	-218.61217
32.820313	-3.7980285	-220.0618
32.919922	-3.7885334	-221.28253
33.019531	-3.7885334	-222.50328
33.119141	-3.8170185	-224.1055
33.21875	-3.9309595	-225.86031
33.318359	-3.9024742	-227.27179
33.417969	-3.9309595	-228.83586
33.517578	-4.0354052	-230.1329
33.617188	-4.0354052	-231.46809
33.716797	-4.0449004	-233.10846
33.816406	-4.0354052	-234.4818
33.916016	-4.0733857	-235.54994
34.015625	-4.1208611	-236.61809
34.115234	-4.1873264	-238.5255
34.214844	-4.2253065	-239.51735
34.314453	-4.1873264	-240.96698
34.414063	-4.1873264	-242.22586
34.513672	-4.2917724	-243.63734
34.613281	-4.2917724	-245.20142
34.712891	-4.3297524	-246.76549
34.8125	-4.3392477	-248.29141
34.912109	-4.4057131	-249.55031
35.011719	-4.4436932	-251.34326
35.111328	-4.4626837	-252.41142
35.210938	-4.4626837	-254.01364
35.310547	-4.4721785	-255.57771
35.410156	-4.510159	-257.33252
35.509766	-4.4911685	-258.62955
35.609375	-4.6240997	-259.81216
35.708984	-4.6240997	-261.18549
35.808594	-4.7000604	-262.82587
35.908203	-4.652585	-264.38992
36.007813	-4.6715751	-265.53436
36.107422	-4.7285457	-267.02216
36.207031	-4.7285457	-268.31918
36.306641	-4.795011	-269.95956
36.40625	-4.8709717	-271.29474
36.505859	-4.8899617	-272.55362
36.605469	-4.8899617	-274.00327
36.705078	-4.9279418	-275.52917
36.804688	-4.9469318	-276.78809
36.904297	-4.9564271	-278.314
37.003906	-4.9849124	-279.83994
37.103516	-5.0133977	-281.40399
37.203125	-5.0228925	-282.77734
37.302734	-5.1178432	-284.49399
37.402344	-5.1368337	-285.60028
37.501953	-5.1463284	-286.93549
37.601563	-5.184309	-288.65216
37.701172	-5.2222891	-289.98734
37.800781	-5.2982497	-291.58954
37.900391	-5.2792597	-292.92474
38	-5.307745	-293.76401
38.099609	-5.3457251	-295.93845
38.199219	-5.3172398	-297.15918
38.298828	-5.4121904	-298.76141
38.398438	-5.4406757	-300.17288
38.498047	-5.4881511	-301.5462
38.597656	-5.5071411	-303.11029
38.697266	-5.4976463	-304.59805
38.796875	-5.6401982	-306.20029
38.896484	-5.573607	-307.42102
38.996094	-5.5831017	-308.48917
39.095703	-5.592597	-309.82437
39.195313	-5.630661	-311.69363
39.294922	-5.7164946	-312.72363
39.394531	-5.7355685	-313.86807
39.494141	-5.7641797	-315.24139
39.59375	-5.7832537	-317.03436
39.693359	-5.8309388	-318.48398
39.792969	-5.840476	-319.59027
39.892578	-5.8881612	-321.2688
39.992188	-5.9358463	-322.26065
40.091797	-5.9072351	-323.82474
0.16015625	-6.0502906	-314.78363
0.25976563	-6.0026054	-313.41028
0.359375	-6.0026054	-310.96881
0.45898438	-5.8881612	-308.29843
0.55859375	-5.8881612	-306.12399
0.65820313	-5.8118649	-303.11029
