Sec	mm	kN							
26.449219	-1.243855	-125.14483							
26.548828	-1.2628452	-125.79334							
26.648438	-1.2723402	-126.93779							
26.748047	-1.3008254	-127.70075							
26.847656	-1.3198155	-128.88335							
26.947266	-1.3388057	-129.41742							
27.046875	-1.3483007	-130.94334							
27.146484	-1.3577958	-131.82076							
27.246094	-1.4052712	-132.46927							
27.345703	-1.3957762	-133.07964							
27.445313	-1.4527465	-133.69							
27.544922	-1.4527465	-134.75816							
27.644531	-1.509717	-135.9026							
27.744141	-1.4527465	-136.47482							
27.84375	-1.5002218	-137.61926							
27.943359	-1.5382022	-138.15334							
28.042969	-1.5287071	-139.14519							
28.142578	-1.5571923	-139.52667							
28.242188	-1.5951726	-140.2515							
28.341797	-1.642648	-141.96815							
28.441406	-1.6236578	-142.69296							
28.541016	-1.6236578	-142.69296							
28.640625	-1.6141628	-144.18074							
28.740234	-1.7091135	-144.44778							
28.839844	-1.6806283	-145.70667							
28.939453	-1.7281036	-146.01186							
29.039063	-1.7375987	-147.49963							
29.138672	-1.785074	-148.18629							
29.238281	-1.7660838	-148.37704							
29.337891	-1.8230543	-149.71222							
29.4375	-1.8230543	-149.94112							
29.537109	-1.8705297	-151.42889							
29.636719	-1.8800248	-151.84853							
29.736328	-1.8800248	-152.68777							
29.835938	-1.8895198	-153.45074							
29.935547	-1.918005	-154.2137							
30.035156	-2.0319459	-155.4726							
30.134766	-1.9844705	-156.57889							
30.234375	-1.9844705	-156.88408							
30.333984	-2.0129557	-157.30371							
30.433594	-1.9844705	-158.25742							
30.533203	-2.050936	-158.98222							
30.632813	-2.1268966	-159.82149							
30.732422	-2.0699263	-160.62259							
30.832031	-2.1363916	-161.34741							
30.931641	-2.0889163	-161.80519							
31.03125	-2.0889163	-163.02592							
31.130859	-2.2313423	-163.94148							
31.230469	-2.2408373	-163.86519							
31.330078	-2.174372	-165.20036							
31.429688	-2.2408373	-165.58185							
31.529297	-2.2693226	-166.91704							
31.628906	-2.2788177	-167.10777							
31.728516	-2.2693226	-168.6337							
31.828125	-2.326293	-168.97704							
31.927734	-2.316798	-169.51111							
32.027344	-2.3642733	-170.77							
32.126953	-2.3832636	-171.26593							
32.226563	-2.3832636	-171.99074							
32.326172	-2.4402339	-173.02074							
32.425781	-2.3832636	-173.24963							
32.525391	-2.4307389	-174.39407							
32.625	-2.4687192	-175.08073							
32.724609	-2.449729	-176.14888							
32.824219	-2.4877093	-176.98814							
32.923828	-2.5446796	-177.40778							
33.023438	-2.5636699	-178.74297							
33.123047	-2.6016502	-179.27704							
33.222656	-2.58266	-179.77296							
33.322266	-2.6301353	-180.87926							
33.421875	-2.6586206	-181.64221							
33.521484	-2.6301353	-182.09999							
33.621094	-2.6871059	-183.01555							
33.720703	-2.6776106	-184.12184							
33.820313	-2.7060959	-185.0374							
33.919922	-2.7440763	-185.45703							
34.019531	-2.715591	-186.71591							
34.119141	-2.7820566	-187.51703							
34.21875	-2.7630663	-188.01295							
34.318359	-2.8295319	-188.62332							
34.417969	-2.8485219	-189.65332							
34.517578	-2.8200369	-190.1111							
34.617188	-2.8485219	-190.72147							
34.716797	-2.8485219	-192.01851							
34.816406	-2.9529679	-192.97221							
34.916016	-2.9149876	-192.81963							
35.015625	-2.990948	-193.81148							
35.115234	-2.9624629	-194.11665							
35.214844	-2.990948	-194.84148							
35.314453	-2.9434726	-195.98592							
35.414063	-3.0669086	-196.71072							
35.513672	-3.0289283	-197.20665							
35.613281	-3.0289283	-197.81703							
35.712891	-3.1143839	-198.84703							
35.8125	-3.1333742	-199.83888							
35.912109	-3.1523643	-199.91518							
36.011719	-3.1523643	-201.4411							
36.111328	-3.1523643	-201.66998							
36.210938	-3.1808496	-202.24222							
36.310547	-3.1523643	-203.08147							
36.410156	-3.2093346	-204.18776							
36.509766	-3.2473149	-204.75999							
36.609375	-3.2188299	-204.98888							
36.708984	-3.2568099	-206.47665							
36.808594	-3.3327706	-207.23961							
36.908203	-3.2663052	-206.97258							
37.007813	-3.3327706	-207.84999							
37.107422	-3.3422656	-207.88814							
37.207031	-3.3517609	-209.14702							
37.306641	-3.4277213	-210.13887							
37.40625	-3.4087312	-210.44406							
37.505859	-3.4182262	-211.43591							
37.605469	-3.4941869	-211.93184							
37.705078	-3.5131769	-213.30518							
37.804688	-3.4657016	-213.68665							
37.904297	-3.5036819	-213.53406							
38.003906	-3.5226719	-214.90739							
38.103516	-3.5511572	-215.25073							
38.203125	-3.5986326	-215.89925							
38.302734	-3.5511572	-216.8148							
38.402344	-3.5891376	-217.15813							
38.501953	-3.6745932	-218.07368							
38.601563	-3.6745932	-217.99739							
38.701172	-3.6840882	-218.9511							
38.800781	-3.7220685	-219.52332							
38.900391	-3.7410586	-220.05739							
39	-3.7505538	-220.9348							
39.099609	-3.7125735	-221.43073							
39.199219	-3.7885339	-221.69775							
39.298828	-3.8075242	-222.95665							
39.398438	-3.7885339	-223.45258							
39.498047	-3.8834848	-224.21553							
39.597656	-3.8739896	-224.10109							
39.697266	-3.9024749	-225.51257							
39.796875	-3.9024749	-226.58072							
39.896484	-3.9214649	-226.42813							
39.996094	-3.9404552	-227.41998							
40.095703	-3.9784355	-227.61072							
0.15039063	-3.9974256	-209.64294							
0.25	-3.9689405	-209.26147							
0.34960938	-3.9879305	-206.78185							
0.44921875	-3.9689405	-205.59924							
0.54882813	-3.9404552	-203.80629							
0.6484375	-3.9119699	-202.81444							
0.74804688	-3.8929799	-200.98332							
0.84765625	-3.8455045	-200.22035							
0.94726563	-3.8170192	-198.50369							
1.046875	-3.8265142	-197.01591							
1.1464844	-3.8360095	-196.29111							
1.2460938	-3.8265142	-194.04036							
1.3457031	-3.7600489	-192.78148							
1.4453125	-3.7125735	-191.21739							
1.5449219	-3.7125735	-190.14925							
1.6445313	-3.7410586	-189.34814							
1.7441406	-3.7600489	-187.55518							
1.84375	-3.6271179	-187.17369							
1.9433594	-3.6650982	-185.45703							
2.0429688	-3.6650982	-183.77852							
2.1425781	-3.6461079	-183.20628							
2.2421875	-3.5796425	-181.22258							
2.3417969	-3.5511572	-180.34518							
2.4414063	-3.5796425	-179.39148							
2.5410156	-3.5131769	-177.52222							
2.640625	-3.5036819	-176.60666							
2.7402344	-3.5226719	-175.19518							
2.8398438	-3.4846919	-174.69925							
2.9394531	-3.4182262	-172.79185							
3.0390625	-3.4182262	-171.22777							
3.1386719	-3.3707509	-169.54926							
3.2382813	-3.3897409	-168.29037							
3.3378906	-3.3992362	-167.26038							
3.4375	-3.3137805	-166.15407							
3.5371094	-3.3517609	-164.81889							
3.6367188	-3.2663052	-163.63629							
3.7363281	-3.3042853	-162.37741							
3.8359375	-3.2758002	-162.03407							
3.9355469	-3.3137805	-160.27927							
4.0351563	-3.1998396	-158.98222							
4.1347656	-3.1808496	-158.63889							
4.234375	-3.1998396	-156.57889							
4.3339844	-3.1523643	-155.81593							
4.4335938	-3.2283249	-154.25186							
4.5332031	-3.0858989	-152.95482							
4.6328125	-3.1713543	-152.80223							
4.7324219	-3.1143839	-150.78038							
4.8320313	-3.1048889	-149.94112							
4.9316406	-3.0479186	-148.91112							
5.03125	-3.0479186	-147.3089							
5.1308594	-3.0479186	-146.50778							
5.2304688	-3.0194333	-145.02							
5.3300781	-2.9624629	-143.41779							
5.4296875	-2.9434726	-142.57852							
5.5292969	-3.0004432	-141.28149							
5.6289063	-2.9149876	-140.74742							
5.7285156	-2.9434726	-139.37408							
5.828125	-2.858017	-139.25964							
5.9277344	-2.8295319	-137.54297							
6.0273438	-2.8675122	-136.74187							
6.1269531	-2.8295319	-135.13963							
6.2265625	-2.8105416	-133.69							
6.3261719	-2.7820566	-132.58371							
6.4257813	-2.7535713	-131.09593							
6.5253906	-2.7060959	-130.44742							
6.625	-2.7060959	-129.22667							
6.7246094	-2.6681156	-127.47186							
6.8242188	-2.6586206	-127.12853							
6.9238281	-2.6396303	-126.09853							
7.0234375	-2.6111453	-124.76334							
7.1230469	-2.6396303	-123.80964							
7.2226563	-2.58266	-122.39816							
7.3222656	-2.5446796	-121.6352							
7.421875	-2.5256896	-120.07112							
7.5214844	-2.5541749	-119.30816							
7.6210938	-2.5256896	-117.93483							
7.7207031	-2.4972043	-116.06557							
7.8203125	-2.5161946	-116.10371							
7.9199219	-2.4307389	-114.23446							
8.0195313	-2.4307389	-112.55594							
8.1191406	-2.4307389	-112.02187							
8.21875	-2.4117486	-110.72483							
8.3183594	-2.3452833	-109.84742							
8.4179688	-2.3927586	-108.3978							
8.5175781	-2.3357882	-107.55853							
8.6171875	-2.316798	-106.60483							
8.7167969	-2.2408373	-105.2315							
8.8164063	-2.2788177	-105.00261							
8.9160156	-2.2408373	-104.12521							
9.015625	-2.2028573	-102.33224							
9.1152344	-2.174372	-101.22594							
9.2148438	-2.2313423	-100.23409							
9.3144531	-2.1648769	-99.509277							
9.4140625	-2.193362	-97.983353							
9.5136719	-2.1553819	-97.945206							
9.6132813	-2.1648769	-96.419281							
9.7128906	-2.0889163	-94.740761							
9.8125	-2.0889163	-94.702614							
9.9121094	-2.0699263	-93.176689							
10.011719	-2.041441	-92.032242							
10.111328	-2.0224507	-91.460022							
10.210938	-1.9939656	-89.934097							
10.310547	-2.0129557	-89.056686							
10.410156	-1.9559853	-87.454468							
10.509766	-1.918005	-87.034836							
10.609375	-1.8705297	-85.96669							
10.708984	-1.8895198	-84.555206							
10.808594	-1.90851	-83.37262							
10.908203	-1.90851	-82.304466							
11.007813	-1.8325493	-80.778542							
11.107422	-1.8420445	-80.511505							
11.207031	-1.8040642	-78.909286							
11.306641	-1.8135593	-77.917435							
11.40625	-1.7565888	-76.162621							
11.505859	-1.7186085	-75.208916							
11.605469	-1.7091135	-74.217064							
11.705078	-1.7091135	-72.271507							
11.804688	-1.7091135	-71.966324							
11.904297	-1.6806283	-69.906326							
12.003906	-1.642648	-68.990768							
12.103516	-1.6236578	-68.113358							
12.203125	-1.5856775	-66.778175							
12.302734	-1.5761825	-65.366699							
12.402344	-1.6236578	-64.336693							
12.501953	-1.519212	-63.611881							
12.601563	-1.5951726	-62.085957							
12.701172	-1.4622416	-60.445587							
12.800781	-1.5002218	-59.797066							
12.900391	-1.4622416	-58.080402							
13	-1.4812318	-56.592625							
13.099609	-1.386281	-56.058552							
13.199219	-1.4717367	-54.608921							
13.298828	-1.4527465	-53.960403							
13.398438	-1.3483007	-53.121143							
13.498047	-1.376786	-52.58707							
13.597656	-1.3198155	-51.442627							
13.697266	-1.3198155	-50.031143							
13.796875	-1.3198155	-48.619663							
13.896484	-1.2913303	-47.398922							
13.996094	-1.2153697	-46.178181							
14.095703	-1.243855	-45.682259							
14.195313	-1.1868845	-44.537811							
14.294922	-1.2153697	-44.003738							
14.394531	-1.1299142	-42.592258							
14.494141	-1.1489042	-42.210777							
14.59375	-1.110924	-41.33337							
14.693359	-1.0729437	-39.883739							
14.792969	-1.0634487	-38.968185							
14.892578	-1.0824387	-37.40411							
14.992188	-1.0539535	-36.984482							
15.091797	-1.0064782	-36.068928							
15.191406	-1.0634487	-35.382259							
15.291016	-0.96849793	-34.008926							
15.390625	-0.95900285	-33.093372							
15.490234	-0.91152745	-32.521149							
15.589844	-0.95900285	-31.987076							
15.689453	-0.92102253	-30.575594							
15.789063	-0.92102253	-30.308558							
15.888672	-0.89253736	-29.087818							
15.988281	-0.82607186	-28.248558							
16.087891	-0.84506196	-27.371151							
16.1875	-0.78809154	-26.455595							
16.287109	-0.75960636	-25.540041							
16.386719	-0.71213096	-24.357449							
16.486328	-0.7406162	-24.243004							
16.585938	-0.71213096	-23.174856							
16.685547	-0.75011128	-22.183004							
16.785156	-0.68364578	-21.305597							
16.884766	-0.65516055	-20.580782							
16.984375	-0.58869505	-19.24416							
17.083984	-0.68364578	-19.014606							
17.183594	-0.56970495	-18.632019							
17.283203	-0.59819013	-17.560774							
17.382813	-0.58869505	-16.336494							
17.482422	-0.56020987	-15.992165							
17.582031	-0.47475421	-15.303507							
17.681641	-0.52222955	-14.194002							
17.78125	-0.49374434	-13.773156							
17.880859	-0.43677393	-12.587134							
17.980469	-0.43677393	-12.242805							
18.080078	-0.42727885	-10.712455							
18.179688	-0.43677393	-10.980267							
18.279297	-0.37980351	-9.6412096							
18.378906	-0.2848528	-8.4169292							
18.478516	-0.36081335	-8.0726004							
18.578125	-0.3513183	-7.269166							
18.677734	-0.33232814	-6.3509555							
18.777344	-0.36081335	-5.8153329							
18.876953	-0.26586264	-4.7058287							
18.976563	-0.25636756	-4.4762759							
19.076172	-0.20889223	-3.1754777							
19.175781	-0.23737743	-2.8694077							
19.275391	-0.19939715	-2.0277147							
19.375	-0.12343658	-0.72691673							
19.474609	-0.18990208	-0.38258785							
19.574219	-0.14242673	0.42084625							
19.673828	-0.11394151	1.6451268							
19.773438	-0.094951369	1.453833							
19.873047	-0.075961225	2.9459248							
19.972656	-0.028485868	3.1372187							
20.072266	-6.55E-07	4.055429							
20.171875	-0.018990798	4.5145345							
20.271484	-0.028485868	5.2031922							
20.371094	0.009494416	6.2361789							
20.470703	0.075959913	6.9630952							
20.570313	0.037979629	7.8813057							
20.669922	0.056969773	8.7995157							
20.769531	0.1139402	8.7995157							
20.869141	0.16141555	10.062056							
20.96875	0.12343527	10.674195							
21.068359	0.17091063	10.903749							
21.167969	0.18990077	11.362853							
21.267578	0.15192048	12.051512							
21.367188	0.17091063	13.65838							
21.466797	0.22788106	14.155744							
21.566406	0.3133367	15.303507							
21.666016	0.3133367	16.221716							
21.765625	0.29434654	16.948633							
21.865234	0.29434654	17.866844							
21.964844	0.28485149	18.058138							
22.064453	0.32283175	19.24416							
22.164063	0.32283175	19.511971							
22.263672	0.3798022	20.353664							
22.363281	0.38929725	21.501427							
22.462891	0.4747529	21.845755							
22.5625	0.46525782	23.452623							
22.662109	0.51273316	23.91173							
22.761719	0.48424798	24.562128							
22.861328	0.48424798	25.480339							
22.960938	0.55071348	25.70989							
23.060547	0.55071348	27.431536							
23.160156	0.56020856	27.201982							
23.259766	0.59818882	28.617558							
23.359375	0.58869374	29.76532							
23.458984	0.56970364	29.880096							
23.558594	0.66465431	31.027859							
23.658203	0.69313955	31.639999							
23.757813	0.70263463	32.25214							
23.857422	0.72162473	33.591198							
23.957031	0.73111981	34.12682							
24.056641	0.79758531	35.198067							
24.15625	0.75010997	35.695431							
24.255859	0.78809023	36.766674							
24.355469	0.83556563	37.876179							
24.455078	0.88304096	38.14399							
24.554688	0.86405081	38.832649							
24.654297	0.85455573	40.209965							
24.753906	0.91152614	41.128174							
24.853516	0.89253604	41.510761							
24.953125	0.9305163	42.199421							
25.052734	0.97799164	44.112358							
25.152344	1.0159719	44.380169							
25.251953	0.9969818	45.413155							
25.351563	1.0349621	46.407883							
25.451172	1.0444572	47.058281							
25.550781	1.0539522	48.167786							
25.650391	1.0824374	49.239033							
25.75	1.0919325	50.310276							
25.849609	1.1014276	50.348537							
25.949219	1.1489029	51.84063							
26.048828	1.2153684	53.103168							
26.148438	1.1678931	53.447498							
26.248047	1.1394079	54.824814							
26.347656	1.2058734	56.316906							
26.447266	1.2153684	56.737751							
26.546875	1.2533487	58.076809							
26.646484	1.2438537	58.34462							
26.746094	1.2533487	59.874969							
26.845703	1.2723389	60.716663							
26.945313	1.3767847	61.290543							
27.044922	1.3198142	63.050446							
27.144531	1.3767847	63.31826							
27.244141	1.4052699	64.733833							
27.34375	1.3957748	66.149406							
27.443359	1.4527452	66.799805							
27.542969	1.4812305	67.526726							
27.642578	1.4527452	68.674484							
27.742188	1.5097157	70.013542							
27.841797	1.5287058	70.396133							
27.941406	1.5192107	71.735184							
28.041016	1.5761812	73.762901							
28.140625	1.6046664	73.189018							
28.240234	1.5287058	74.375046							
28.339844	1.6521417	76.134949							
28.439453	1.6046664	76.326241							
28.539063	1.6521417	77.588776							
28.638672	1.6711318	78.239174							
28.738281	1.690122	79.119125							
28.837891	1.7281023	79.425201							
28.9375	1.680627	80.879036							
29.037109	1.7470925	82.294609							
29.136719	1.7660825	82.294609							
29.236328	1.8040628	84.169289							
29.335938	1.8515382	85.776154							
29.435547	1.823053	86.158745							
29.535156	1.8515382	86.962173							
29.634766	1.8800235	88.186455							
29.734375	1.9085087	89.525513							
29.833984	1.8800235	89.640289							
29.933594	1.955984	91.017609							
30.033203	1.9749742	92.547958							
30.132813	2.0129545	92.815765							
30.232422	1.9844692	95.034775							
30.332031	2.0414395	95.340843							
30.431641	2.0129545	96.373833							
30.53125	2.1079051	97.674629							
30.630859	2.0794199	97.712891							
30.730469	2.1458855	99.625832							
30.830078	2.0414395	100.31448							
30.929688	2.0794199	101.50051							
31.029297	2.1648755	103.22215							
31.128906	2.2218461	103.60474							
31.228516	2.2123508	104.94379							
31.328125	2.1838658	106.0533							
31.427734	2.2028558	106.55067							
31.527344	2.2408361	107.50713							
31.626953	2.2408361	109.07574							
31.726563	2.3737671	110.52958							
31.826172	2.2693214	109.91743							
31.925781	2.3452818	111.86864							
32.025391	2.3452818	112.8251							
32.125	2.3737671	113.85809							
32.224609	2.4497278	114.54675							
32.324219	2.4307375	115.8858							
32.423828	2.4592228	116.80402							
32.523438	2.4497278	117.45441							
32.623047	2.4687178	118.64043							
32.722656	2.5161932	120.74467							
32.822266	2.4972031	119.82645							
32.921875	2.5541735	121.58636							
33.021484	2.5256882	123.38452							
33.121094	2.5256882	123.88189							
33.220703	2.6396291	125.83308							
33.320313	2.5541735	126.48348							
33.419922	2.6396291	127.51647							
33.519531	2.6016488	127.97557							
33.619141	2.6871045	129.27637							
33.71875	2.6871045	130.88324							
33.818359	2.6681144	130.73021							
33.917969	2.7155898	132.71967							
34.017578	2.7630651	134.21175							
34.117188	2.7345798	134.05872							
34.216797	2.7535701	136.16295							
34.316406	2.8485208	136.81335							
34.416016	2.8770058	137.73155							
34.515625	2.8390255	138.49673							
34.615234	2.8295305	139.91231							
34.714844	2.9054911	141.51918							
34.814453	2.9624615	141.1366							
34.914063	2.9054911	142.55217							
35.013672	3.0004418	144.57988							
35.113281	3.0289271	145.00073							
35.212891	2.9719565	146.76064							
35.3125	3.0479171	147.5258							
35.412109	2.9909468	148.40576							
35.511719	3.0479171	148.59705							
35.611328	3.0858974	150.08914							
35.710938	3.1238778	152.30815							
35.810547	3.1333728	152.2699							
35.910156	3.1143827	153.91502							
36.009766	3.1428678	154.948							
36.109375	3.2188284	155.21582							
36.208984	3.2283235	156.97572							
36.308594	3.1808481	157.97044							
36.408203	3.2283235	159.42429							
36.507813	3.2473137	159.50079							
36.607422	3.2283235	161.94936							
36.707031	3.3042841	163.63275							
36.806641	3.2757988	162.59976							
36.90625	3.3137791	164.85703							
37.005859	3.3232741	165.66046							
37.105469	3.3232741	167.15256							
37.205078	3.3897398	168.79768							
37.304688	3.3992348	169.63937							
37.404297	3.4277201	170.90192							
37.503906	3.4657004	171.24625							
37.603516	3.4372151	172.92963							
37.703125	3.5036807	174.84256							
37.802734	3.4846904	175.26341							
37.902344	3.5131757	176.94679							
38.001953	3.5986314	178.24759							
38.101563	3.5701461	178.36237							
38.201172	3.5701461	179.77794							
38.300781	3.6081264	180.9257							
38.400391	3.5986314	182.80038							
38.5	3.6650968	183.60382							
38.599609	3.6271164	184.67506							
38.699219	3.7030771	187.2384							
38.798828	3.7030771	186.51149							
38.898438	3.7410574	187.81229							
38.998047	3.7220671	189.26611							
39.097656	3.7790377	190.45213							
39.197266	3.7505524	192.51811							
39.296875	3.817018	192.93896							
39.396484	3.8360081	195.19623							
39.496094	3.8360081	194.20149							
39.595703	3.9214637	195.9614							
39.695313	3.8929784	197.75957							
39.794922	3.8549981	197.9126							
39.894531	3.9309587	199.94031							
39.994141	3.8929784	200.59071							
40.09375	4.0259094	201.96803							
40.193359	3.9974244	202.96275							
40.292969	4.0069194	203.65141							
40.392578	4.0069194	205.71739							
40.492188	4.0354047	205.71739							
40.591797	4.0354047	207.36252							
40.691406	4.06389	209.46675							
40.791016	4.1588407	209.12242							
40.890625	4.1303554	210.15541							
40.990234	4.1113653	211.18839							
41.089844	4.1588407	211.83879							
41.189453	4.1683354	212.4892							
41.289063	4.1683354	213.56044							
41.388672	4.2348013	215.58815							
41.488281	4.2632861	214.36388							
41.587891	4.2632861	216.23856							
41.6875	4.2727814	216.9272							
41.787109	4.3392467	217.76891							
41.886719	4.3582368	219.41403							
41.986328	4.3202567	219.60532							
42.085938	4.3582368	220.67656							
42.185547	4.3582368	221.21219							
42.285156	4.3962173	221.36522							
42.384766	4.4057121	222.93384							
42.484375	4.491168	222.70428							
42.583984	4.4436927	224.15811							
42.683594	4.4626827	225.42065							
42.783203	4.491168	225.34413							
42.882813	4.5861187	227.02753							
42.982422	4.5576334	227.41011							
43.082031	4.5671287	228.82568							
43.181641	4.5861187	228.67265							
43.28125	4.5671287	229.39957							
43.380859	4.6240988	230.73862							
43.480469	4.595614	230.66211							
43.580078	4.6810694	232.07768							
43.679688	4.633594	232.46027							
43.779297	4.6905646	233.34021							
43.878906	4.73804	233.95236							
43.978516	4.7285447	234.52625							
44.078125	4.7475348	236.09485							
44.177734	4.8045053	236.1331							
44.277344	4.8045053	236.3244							
44.376953	4.8140006	237.89301							
44.476563	4.8045053	237.85475							
44.576172	4.8329906	239.07903							
44.675781	4.8899608	239.84421							
44.775391	4.8709707	239.27032							
44.875	4.899456	240.6859							
44.974609	4.9374361	241.29803							
45.074219	5.003902	242.90491							
0.15234375	5.003902	218.76363							
0.25195313	5.003902	218.11324							
0.3515625	4.9469314	214.63168							
0.45117188	4.9374361	211.99182							
0.55078125	4.9659214	209.35197							
0.65039063	4.9564266	206.44431							
0.75	4.8899608	204.14877							
0.84960938	4.9374361	201.92976							
0.94921875	4.8519807	199.21339							
1.0488281	4.8045053	196.53528							
1.1484375	4.75703	194.16324							
1.2480469	4.7475348	192.05901							
1.3476563	4.73804	189.64871							
1.4472656	4.75703	187.16188							
1.546875	4.7285447	185.63153							
1.6464844	4.7190495	182.53258							
1.7460938	4.7095547	180.12227							
1.8457031	4.6620793	179.05103							
1.9453125	4.6620793	176.75551							
2.0449219	4.595614	174.76605							
2.1445313	4.5671287	171.93489							
2.2441406	4.5386434	171.05495							
2.34375	4.6430893	169.44807							
2.4433594	4.5766234	167.53514							
2.5429688	4.5766234	166.23434							
2.6425781	4.5291481	164.5127							
2.7421875	4.5196533	162.48499							
2.8417969	4.472178	161.10767							
2.9414063	4.4626827	159.19473							
3.0410156	4.3962173	157.58786							
3.140625	4.472178	156.05751							
3.2402344	4.4057121	154.22108							
3.3398438	4.3962173	152.42293							
3.4394531	4.329752	150.24217							
3.5390625	4.3582368	149.28571							
3.6386719	4.2822766	146.91367							
3.7382813	4.2917714	145.88068							
3.8378906	4.2917714	144.50336							
3.9375	4.2632861	142.36087							
4.0371094	4.2727814	140.71574							
4.1367188	4.1968207	139.33842							
4.2363281	4.206316	137.46375							
4.3359375	4.1873255	136.2012							
4.4355469	4.1208601	134.70912							
4.5351563	4.1398501	134.05872							
4.6347656	4.1683354	131.83971							
4.734375	4.08288	130.88324							
4.8339844	4.1208601	129.42941							
4.9335938	4.0733848	127.32517							
5.0332031	4.0543947	126.02438							
5.1328125	3.9974244	124.64706							
5.2324219	3.9784341	122.92542							
5.3320313	3.9404538	121.39507							
5.4316406	3.959444	119.74994							
5.53125	3.9879291	118.60217							
5.6308594	3.8549981	116.65098							
5.7304688	3.959444	115.19714							
5.8300781	3.9024737	114.01112							
5.9296875	3.8549981	112.44251							
6.0292969	3.8455031	111.02694							
6.1289063	3.8075228	109.84092							
6.2285156	3.8455031	107.77495							
6.328125	3.7885327	106.2446							
6.4277344	3.7505524	104.63773							
6.5273438	3.7125721	103.98733							
6.6269531	3.6650968	101.34747							
6.7265625	3.6650968	100.08493							
6.8261719	3.684087	99.051949							
6.9257813	3.7030771	97.292046							
7.0253906	3.6176214	95.646919							
7.125	3.6650968	94.61393							
7.2246094	3.5701461	92.815765							
7.3242188	3.5891361	91.400192							
7.4238281	3.5701461	89.869843							
7.5234375	3.5796411	88.722076							
7.6230469	3.5796411	87.42128							
7.7226563	3.4657004	86.005707							
7.8222656	3.5036807	84.743164							
7.921875	3.3992348	82.447639							
8.0214844	3.4941854	81.835503							
8.1210938	3.3897398	79.578232							
8.2207031	3.4087298	78.468727							
8.3203125	3.3327694	76.555794							
8.4199219	3.3612545	75.178474							
8.5195313	3.3327694	74.834145							
8.6191406	3.3327694	72.653397							
8.71875	3.3232741	71.084785							
8.8183594	3.3042841	70.319611							
8.9179688	3.3042841	68.062347							
9.0175781	3.2093334	67.22065							
9.1171875	3.1428678	65.652046							
9.2167969	3.1523631	64.351242							
9.3164063	3.1808481	62.132236							
9.4160156	3.1618581	60.907955							
9.515625	3.1333728	59.951488							
9.6152344	3.0953925	58.612431							
9.7148438	3.1333728	57.349892							
9.8144531	3.0953925	56.393421							
9.9140625	3.0858974	54.93959							
10.013672	3.0479171	54.059635							
10.113281	2.9719565	52.376251							
10.212891	2.9719565	51.190231							
10.3125	3.0004418	50.272018							
10.412109	2.9529665	48.66515							
10.511719	2.9529665	47.82346							
10.611328	2.9339764	46.293106							
10.710938	2.9339764	45.336639							
10.810547	2.9054911	44.839275							
10.910156	2.9054911	43.729771							
11.009766	2.8865011	42.926334							
11.109375	2.8295305	41.625538							
11.208984	2.8295305	40.783844							
11.308594	2.8010454	39.023941							
11.408203	2.7440748	38.258766							
11.507813	2.7345798	37.723145							
11.607422	2.7155898	36.61364							
11.707031	2.7345798	35.006771							
11.806641	2.6871045	34.39463							
11.90625	2.5826588	32.060844							
12.005859	2.6206391	31.525223							
12.105469	2.6111438	30.37746							
12.205078	2.6206391	30.147907							
12.304688	2.5446784	28.043676							
12.404297	2.5446784	27.508053							
12.503906	2.5636685	26.781136							
12.603516	2.5161932	25.250786							
12.703125	2.5066981	24.944715							
12.802734	2.5161932	23.414366							
12.902344	2.4877081	22.075308							
13.001953	2.4402325	21.195356							
13.101563	2.4592228	20.391922							
13.201172	2.4117475	19.894558							
13.300781	2.3737671	18.440725							
13.400391	2.3357868	17.407738							
13.5	2.3452818	16.872116							
13.599609	2.3452818	15.762611							
13.699219	2.3073015	15.150472							
13.798828	2.2693214	14.040967							
13.898438	2.2883115	13.237533							
13.998047	2.3073015	11.821959							
14.097656	2.2313411	11.286336							
14.197266	2.1838658	10.788972							
14.296875	2.1553805	9.1055861							
14.396484	2.1553805	8.3786697							
14.496094	2.2123508	7.690012							
14.595703	2.1933608	6.8100605							
14.695313	2.1838658	6.1214023							
14.794922	2.1268952	5.2414508							
14.894531	2.0794199	4.2467227							
14.994141	2.0319445	3.0607011							
15.09375	2.0224495	2.0659733							
15.193359	2.0319445	1.9129381							
15.292969	1.955984	0.76517516							
15.392578	1.9749742	-0.22955278							
15.492188	1.9274988	-0.38258785							
15.591797	1.9085087	-1.4155746							
15.691406	1.955984	-2.2190087							
15.791016	1.832548	-3.1754777							
15.890625	1.8610333	-4.0554295							
15.990234	1.832548	-4.97364							
16.089844	1.8040628	-5.471004							
16.189453	1.823053	-5.5475211							
16.289063	1.8420432	-6.9248371							
16.388672	1.7565875	-8.0343409							
16.488281	1.7565875	-8.1108589							
16.587891	1.7565875	-9.1821041							
16.6875	1.680627	-9.2968807							
16.787109	1.680627	-9.7177267							
16.886719	1.699617	-11.133301							
16.986328	1.6331515	-11.936735							
17.085938	1.5761812	-12.472358							
17.185547	1.5761812	-12.587134							
17.285156	1.6236565	-13.275792							
17.384766	1.557191	-13.849673							
17.484375	1.547696	-13.926191							
17.583984	1.5382009	-15.265248							
17.683594	1.5192107	-15.609577							
17.783203	1.5287058	-16.374752							
17.882813	1.4907255	-16.910376							
17.982422	1.414765	-18.019878							
18.082031	1.4527452	-19.052866							
18.181641	1.4622403	-19.014606							
18.28125	1.414765	-19.894115							
