Sec	mm	kN							
35.013672	-8.9158726	-323.59143							
35.113281	-8.9063778	-325.84216							
35.212891	-9.0108232	-327.63513							
35.3125	-9.1152687	-329.35181							
35.412109	-9.0582981	-330.72513							
35.511719	-9.1817341	-332.86142							
35.611328	-9.2102194	-334.73068							
35.710938	-9.3146658	-336.14218							
35.810547	-9.3526459	-338.20218							
35.910156	-9.4096165	-340.14774							
36.009766	-9.4381018	-342.05515							
36.109375	-9.5140619	-343.58105							
36.208984	-9.5805273	-345.6792							
36.308594	-9.6185074	-347.81549							
36.408203	-9.7229538	-349.34143							
36.507813	-9.7894192	-351.51587							
36.607422	-9.8273993	-353.1181							
36.707031	-9.8653793	-354.75845							
36.806641	-9.9508352	-357.39069							
36.90625	-10.017301	-358.72586							
37.005859	-10.045786	-360.48068							
37.105469	-10.102757	-362.00662							
37.205078	-10.207202	-364.79141							
37.304688	-10.197707	-366.54623							
37.404297	-10.254678	-368.18661							
37.503906	-10.349628	-370.43735							
37.603516	-10.463569	-372.23032							
37.703125	-10.473064	-373.98511							
37.802734	-10.587005	-375.85437							
37.902344	-10.65347	-377.64734							
38.001953	-10.662966	-379.5166							
38.101563	-10.776906	-381.30957							
38.201172	-10.786402	-383.44586							
38.300781	-10.843372	-384.89548							
38.400391	-10.919333	-386.45956							
38.5	-10.985798	-388.40512							
38.599609	-11.023778	-390.38882							
38.699219	-11.071254	-391.99103							
38.798828	-11.166204	-394.39438							
38.898438	-11.213679	-396.64511							
38.998047	-11.280145	-397.86584							
39.097656	-11.327621	-399.46808							
39.197266	-11.375096	-401.68066							
39.296875	-11.460551	-403.9314							
39.396484	-11.498531	-405.19031							
39.496094	-11.621967	-407.40289							
39.595703	-11.631463	-409.00513							
39.695313	-11.678938	-410.75992							
39.794922	-11.754899	-412.66733							
39.894531	-11.764394	-414.30771							
39.994141	-11.859344	-415.75732							
40.09375	-11.935305	-417.89362							
0.1484375	-11.935305	-398.66696							
0.24804688	-11.9448	-395.42438							
0.34765625	-11.878335	-391.38068							
0.44726563	-11.859344	-387.98547							
0.546875	-11.735909	-383.40771							
0.64648438	-11.707423	-379.02069							
0.74609375	-11.659948	-375.20587							
0.84570313	-11.602978	-371.4292							
0.9453125	-11.536512	-367.57623							
1.0449219	-11.489037	-364.02847							
1.1445313	-11.422571	-360.06107							
1.2441406	-11.413076	-356.32254							
1.34375	-11.318126	-352.24069							
1.4433594	-11.28964	-349.0744							
1.5429688	-11.213679	-345.86993							
1.6425781	-11.128224	-342.13144							
1.7421875	-11.052263	-338.6218							
1.8417969	-10.985798	-334.61624							
1.9414063	-10.957313	-331.4118							
2.0410156	-10.900342	-328.01663							
2.140625	-10.814887	-325.3844							
2.2402344	-10.767411	-321.60773							
2.3398438	-10.662966	-318.09811							
2.4394531	-10.681955	-314.47403							
2.5390625	-10.5965	-311.72736							
2.6386719	-10.520539	-308.21774							
2.7382813	-10.444579	-305.24219							
2.8378906	-10.397103	-302.19034							
2.9375	-10.416094	-299.25293							
3.0371094	-10.254678	-295.85773							
3.1367188	-10.197707	-292.99664							
3.2363281	-10.169222	-289.44885							
3.3359375	-10.102757	-285.82477							
3.4355469	-9.9888153	-283.00183							
3.5351563	-10.007806	-279.9881							
3.6347656	-9.8843699	-276.66922							
3.734375	-9.8653793	-274.76181							
3.8339844	-9.8843699	-271.8244							
3.9335938	-9.7799234	-269.03961							
4.0332031	-9.675478	-266.06406							
4.1328125	-9.6185074	-263.39368							
4.2324219	-9.5805273	-260.60886							
4.3320313	-9.5330524	-257.17554							
4.4316406	-9.3811312	-254.5433							
4.53125	-9.4381018	-251.64404							
4.6308594	-9.3146658	-248.93553							
4.7304688	-9.3146658	-246.64664							
4.8300781	-9.2481995	-244.51035							
4.9296875	-9.1912298	-241.91628							
5.0292969	-9.1247644	-239.3985							
5.1289063	-9.0013285	-237.60553							
5.2285156	-9.0108232	-235.31665							
5.328125	-8.9633474	-232.64627							
5.4277344	-8.8968821	-230.96776							
5.5273438	-8.7639513	-228.22108							
5.6269531	-8.7069807	-226.16109							
5.7265625	-8.6784954	-224.13924							
5.8261719	-8.6690006	-222.19368							
5.9257813	-8.5360699	-219.56146							
6.0253906	-8.4601088	-217.34888							
6.125	-8.4790993	-215.47961							
6.2246094	-8.3841486	-212.99998							
6.3242188	-8.327178	-210.52036							
6.4238281	-8.2417221	-208.5748							
6.5234375	-8.2132368	-206.89629							
6.6230469	-8.1372766	-205.21776							
6.7226563	-8.0898008	-203.46295							
6.8222656	-8.0233355	-201.2122							
6.921875	-7.9568701	-199.15221							
7.0214844	-7.8619194	-197.32111							
7.1210938	-7.8334341	-195.1848							
7.2207031	-7.7669687	-193.31555							
7.3203125	-7.7574739	-191.63702							
7.4199219	-7.634038	-189.31							
7.5195313	-7.5675721	-187.47888							
7.6191406	-7.5580773	-185.60962							
7.71875	-7.5580773	-183.96925							
7.8183594	-7.4061561	-182.78667							
7.9179688	-7.3776708	-180.84111							
8.0175781	-7.2827201	-178.89555							
8.1171875	-7.2352448	-177.40778							
8.2167969	-7.1972647	-175.46222							
8.3164063	-7.1402941	-173.6311							
8.4160156	-7.0643334	-171.91444							
8.515625	-6.959888	-170.15962							
8.6152344	-6.9503927	-168.44296							
8.7148438	-6.8649373	-167.22221							
8.8144531	-6.7889767	-165.16222							
8.9140625	-6.7889767	-163.82704							
9.0136719	-6.7320061	-161.46185							
9.1132813	-6.6560454	-160.5463							
9.2128906	-6.5421047	-158.4863							
9.3125	-6.5610948	-156.92223							
9.4121094	-6.4851341	-155.28186							
9.5117188	-6.3806887	-153.03111							
9.6113281	-6.3522034	-151.2							
9.7109375	-6.2667475	-149.48334							
9.8105469	-6.2477574	-147.76668							
9.9101563	-6.162302	-146.01186							
10.009766	-6.1053314	-144.10445							
10.109375	-6.0673509	-142.19704							
10.208984	-6.0103807	-140.74742							
10.308594	-5.89644	-138.76372							
10.408203	-5.8299742	-137.0089							
10.507813	-5.8299742	-135.29224							
10.607422	-5.7635088	-133.9189							
10.707031	-5.6780534	-132.27853							
10.806641	-5.6780534	-130.63815							
10.90625	-5.5641122	-128.80705							
11.005859	-5.5166368	-126.74705							
11.105469	-5.4501715	-125.37372							
11.205078	-5.4121914	-123.42816							
11.304688	-5.3742108	-121.6352							
11.404297	-5.2982502	-119.76594							
11.503906	-5.1748142	-117.97298							
11.603516	-5.1463294	-116.67594							
11.703125	-5.0798635	-114.88298							
11.802734	-5.0418835	-113.3952							
11.902344	-4.9849129	-111.3352							
12.001953	-4.9184475	-109.54224							
12.101563	-4.8519821	-108.2452							
12.201172	-4.7950115	-106.45224							
12.300781	-4.8140016	-104.73557							
12.400391	-4.6905656	-103.0952							
12.5	-4.6430902	-101.1878							
12.599609	-4.6335955	-99.318535							
12.699219	-4.4721789	-97.79261							
12.798828	-4.4626842	-96.64817							
12.898438	-4.3297529	-95.312981							
12.998047	-4.3487434	-92.985947							
13.097656	-4.2348022	-91.688911							
13.197266	-4.1873269	-89.781502							
13.296875	-4.0923762	-87.797798							
13.396484	-4.1018715	-86.31002							
13.496094	-4.0164156	-84.28817							
13.595703	-3.9784355	-82.60965							
13.695313	-3.8360095	-81.083725							
13.794922	-3.8644946	-79.595947							
13.894531	-3.7600489	-77.459656							
13.994141	-3.7315636	-74.941879							
14.09375	-3.6556029	-73.91188							
14.193359	-3.6461079	-72.46225							
14.292969	-3.5416622	-70.287804							
14.392578	-3.4846919	-68.685585							
14.492188	-3.4277213	-66.892624							
14.591797	-3.3612559	-64.603729							
14.691406	-3.2947903	-62.925213							
14.791016	-3.2568099	-61.399288							
14.890625	-3.2093346	-59.682625							
14.990234	-3.1333742	-57.851513							
15.089844	-3.0669086	-56.134846							
15.189453	-3.0194333	-54.189293							
15.289063	-2.9529679	-52.129292							
15.388672	-2.9434726	-50.33633							
15.488281	-2.8390269	-48.772255							
15.587891	-2.7915516	-46.63596							
15.6875	-2.6776106	-45.033737							
15.787109	-2.6871059	-43.393368							
15.886719	-2.6206403	-41.028183							
15.986328	-2.5256896	-38.701149							
16.085938	-2.4972043	-36.717445							
16.185547	-2.3737683	-34.848186							
16.285156	-2.3547783	-32.597446							
16.384766	-2.3452833	-30.880779							
16.484375	-2.2693226	-29.049669							
16.583984	-2.1174016	-27.371151							
16.683594	-2.0224507	-25.425596							
16.783203	-2.0984113	-24.243004							
16.882813	-2.0224507	-22.106709							
16.982422	-1.9369951	-20.390041							
17.082031	-1.8230543	-18.632019							
17.181641	-1.8135593	-17.178186							
17.28125	-1.7565888	-14.959178							
17.380859	-1.6616381	-13.581862							
17.480469	-1.6046677	-11.898477							
17.580078	-1.5856775	-10.482903							
17.679688	-1.4622416	-8.7229986							
17.779297	-1.4527465	-7.0778718							
17.878906	-1.4527465	-5.5857801							
17.978516	-1.3483007	-4.2084646							
18.078125	-1.3103205	-3.0989602							
18.177734	-1.1678944	-1.6451272							
18.277344	-1.1489042	0.038258594							
18.376953	-1.0919338	1.1860216							
18.476563	-1.0064782	2.2190082							
18.576172	-1.0064782	3.6728413							
18.675781	-0.91152745	5.2414508							
18.775391	-0.8070817	6.3126965							
18.875	-0.79758662	6.6570253							
18.974609	-0.69314086	8.5317049							
19.074219	-0.65516055	9.4499149							
19.173828	-0.60768521	10.597678							
19.273438	-0.56020987	11.554148							
19.373047	-0.44626901	12.281064							
19.472656	-0.38929856	14.194002							
19.572266	-0.36081335	14.88266							
19.671875	-0.38929856	15.953905							
19.771484	-0.2468725	17.178186							
19.871094	-0.180407	18.058138							
19.970703	-0.15192179	19.588488							
20.070313	-0.075961225	20.277145							
20.169922	-0.009495726	21.654461							
20.269531	0.028484559	22.649189							
20.369141	0.1139402	23.758694							
20.46875	0.17091063	25.365562							
20.568359	0.19939584	26.168997							
20.667969	0.25636625	27.201982							
20.767578	0.30384162	28.464521							
20.867188	0.3798022	29.727062							
20.966797	0.45576274	31.601742							
21.066406	0.5412184	32.558208							
21.166016	0.59818882	33.744232							
21.265625	0.58869374	34.777218							
21.365234	0.67414939	36.231052							
21.464844	0.73111981	37.646626							
21.564453	0.75010997	38.75613							
21.664063	0.88304096	39.827377							
21.763672	0.94001138	41.128174							
21.863281	0.9969818	42.543747							
21.962891	1.1109227	43.806286							
22.0625	1.1204177	45.336639							
22.162109	1.1489029	46.446144							
22.261719	1.1678931	47.976494							
22.361328	1.2818339	49.162514							
22.460938	1.3767847	50.386795							
22.560547	1.3862797	51.917145							
22.660156	1.4812305	53.524014							
22.759766	1.5097157	54.863071							
22.859375	1.5382009	55.972576							
22.958984	1.6616368	56.890785							
23.058594	1.7375973	57.808994							
23.158203	1.7470925	59.951488							
23.257813	1.8515382	60.984474							
23.357422	1.9085087	62.438309							
23.457031	1.9369938	63.892139							
23.556641	1.9844692	65.19294							
23.65625	2.1079051	66.799805							
23.755859	2.1743705	68.100601							
23.855469	2.1363904	69.439659							
23.955078	2.2218461	71.237823							
24.054688	2.3737671	72.462105							
24.154297	2.3737671	74.06897							
24.253906	2.4307375	75.293251							
24.353516	2.4877081	76.785347							
24.453125	2.5446784	77.51226							
24.552734	2.6206391	79.004356							
24.652344	2.7060945	80.879036							
24.751953	2.7345798	82.294609							
24.851563	2.8105404	83.824959							
24.951172	2.8200355	84.666649							
25.050781	2.9149861	85.929192							
25.150391	2.9434714	86.962173							
25.25	3.0384221	88.530785							
25.349609	3.0099368	89.678551							
25.449219	3.1238778	90.635017							
25.548828	3.1808481	91.400192							
25.648438	3.2852941	92.700989							
25.748047	3.3422644	93.466164							
25.847656	3.3707495	95.149551							
25.947266	3.3992348	96.220795							
26.046875	3.4941854	97.406822							
26.146484	3.5416608	98.74588							
26.246094	3.6461067	99.817123							
26.345703	3.6745918	100.5823							
26.445313	3.7505524	101.65354							
26.544922	3.7980278	102.53349							
26.644531	3.8360081	104.02559							
26.744141	3.8929784	105.02032							
26.84375	4.0164146	105.74723							
26.943359	4.06389	107.00977							
27.042969	4.1398501	107.62191							
27.142578	4.1588407	109.07574							
27.242188	4.2442961	109.64963							
27.341797	4.2537913	111.25649							
27.441406	4.2917714	112.32774							
27.541016	4.3582368	112.90162							
27.640625	4.4152074	114.50849							
27.740234	4.5196533	115.57973							
27.839844	4.5766234	117.33964							
27.939453	4.5766234	117.837							
28.039063	4.6810694	119.44387							
28.138672	4.8234954	120.4386							
28.238281	4.7855153	121.39507							
28.337891	4.8614759	122.77238							
28.4375	4.899456	124.41751							
28.537109	4.9849119	125.56527							
28.636719	5.041882	127.47821							
28.736328	5.1273379	128.3199							
28.835938	5.2222886	130.30936							
28.935547	5.2032981	131.87798							
29.035156	5.3457246	132.64314							
29.134766	5.3172393	133.25528							
29.234375	5.3647146	135.283							
29.333984	5.4881506	137.08116							
29.433594	5.4881506	138.72629							
29.533203	5.554616	139.22365							
29.632813	5.6590619	141.55743							
29.732422	5.7635074	143.08778							
29.832031	5.7445173	145.11551							
29.931641	5.8109827	145.19202							
30.03125	5.8679533	147.14322							
30.130859	5.9344187	148.71182							
30.230469	6.0198746	151.00735							
30.330078	6.0388646	153.49417							
30.429688	6.0578547	153.49417							
30.529297	6.1528053	154.68019							
30.628906	6.247756	157.43483							
30.728516	6.2667465	158.77388							
30.828125	6.3237166	159.34776							
30.927734	6.390182	161.452							
31.027344	6.4661427	163.70926							
31.126953	6.513618	165.62221							
31.226563	6.6180639	165.96652							
31.326172	6.6465492	168.26205							
31.425781	6.7414999	170.02196							
31.525391	6.7889752	172.16444							
31.625	6.8649359	172.62355							
31.724609	6.9314013	174.19217							
31.824219	6.9598866	176.75551							
31.923828	6.9978666	179.58665							
32.023438	7.1497879	181.7674							
32.123047	7.1592832	181.84392							
32.222656	7.2067585	184.44551							
32.322266	7.2637286	187.35318							
32.421875	7.3301945	187.65926							
32.521484	7.4061546	189.26611							
32.621094	7.4346399	192.21204							
32.720703	7.5295906	194.20149							
32.820313	7.5675712	195.57881							
32.919922	7.6245413	196.91788							
33.019531	7.7384825	199.48122							
33.119141	7.7289872	201.31763							
33.21875	7.8239379	203.80444							
33.318359	7.9188886	204.37833							
33.417969	7.9378786	206.44431							
33.517578	7.9758592	208.85461							
33.617188	8.0708094	212.64223							
33.716797	8.0897999	211.68576							
33.816406	8.12778	214.47865							
33.916016	8.1752558	216.81242							
34.015625	8.289196	219.56706							
34.115234	8.3556623	219.87314							
34.214844	8.412632	222.39821							
34.314453	8.450613	225.57368							
34.414063	8.5265732	227.60141							
34.513672	8.6215239	227.52489							
34.613281	8.6215239	230.85339							
34.712891	8.697484	233.45499							
34.8125	8.735465	235.8653							
34.912109	8.8019304	237.93127							
35.011719	8.9158707	239.1938							
35.111328	8.9253664	241.3363							
35.210938	9.0203171	244.24397							
35.310547	9.0582972	246.69252							
35.410156	9.1247625	247.53423							
35.509766	9.2197132	250.67143							
35.609375	9.2387037	252.77567							
35.708984	9.2956743	255.339							
35.808594	9.352644	255.95114							
35.908203	9.4096146	258.5145							
36.007813	9.4380999	262.14908							
36.107422	9.5520411	261.5752							
36.207031	9.5520411	265.24802							
36.306641	9.6469917	268.76782							
36.40625	9.7039623	269.95386							
36.505859	9.8179026	271.82852							
36.605469	9.8179026	274.81271							
36.705078	9.8843679	277.49084							
36.804688	9.9508343	277.49084							
36.904297	10.0173	280.05417							
37.003906	10.07427	284.03308							
37.103516	10.13124	286.48166							
37.203125	10.169221	287.13205							
37.302734	10.264172	290.72836							
37.402344	10.254676	293.32996							
37.501953	10.368617	296.62021							
37.601563	10.397102	296.81152							
37.701172	10.482558	300.10178							
37.800781	10.520538	302.51205							
37.900391	10.587004	305.64929							
38	10.691449	306.1084							
38.099609	10.67246	308.51871							
38.199219	10.74842	312.00024							
38.298828	10.814885	312.99496							
38.398438	10.928826	315.17572							
38.498047	10.909836	318.65726							
38.597656	11.042768	322.52139							
38.697266	11.128222	323.21005							
38.796875	11.109233	325.96469							
38.896484	11.261153	329.17844							
38.996094	11.280144	330.28793							
39.095703	11.32762	332.5452							
39.195313	11.3656	336.065							
39.294922	11.451056	337.44232							
39.394531	11.508025	338.74313							
39.494141	11.631461	342.07162							
39.59375	11.631461	345.28537							
39.693359	11.707422	346.43314							
39.792969	11.783382	348.95822							
39.892578	11.792878	351.59805							
39.992188	11.916313	353.74057							
40.091797	11.935304	355.9213							
0.15136719	12.02076	333.65469							
0.25097656	11.944798	328.56628							
0.35058594	11.859344	321.0293							
0.45019531	11.897324	314.44879							
0.54980469	11.783382	307.71527							
0.64941406	11.726412	301.82339							
0.74902344	11.678937	295.58722							
0.84863281	11.602976	289.81015							
0.94824219	11.583986	285.21912							
1.0478516	11.508025	281.43149							
1.1474609	11.413074	276.45786							
1.2470703	11.337114	273.12933							
1.3466797	11.356105	268.34698							
1.4462891	11.270649	262.34036							
1.5458984	11.204184	258.39972							
1.6455078	11.099737	253.38782							
1.7451172	10.976301	248.33765							
1.8447266	11.061757	243.78487							
1.9443359	10.966806	238.92599							
2.0439453	10.881351	235.25316							
2.1435547	10.871856	230.08823							
2.2431641	10.776905	225.99454							
2.3427734	10.691449	222.16866							
2.4423828	10.624984	218.18974							
2.5419922	10.577509	214.0578							
2.6416016	10.568013	209.92586							
2.7412109	10.482558	205.94695							
2.8408203	10.416092	201.73848							
2.9404297	10.340132	197.75957							
3.0400391	10.340132	194.62234							
3.1396484	10.216696	190.45213							
3.2392578	10.15023	186.43497							
3.3388672	10.102755	183.25949							
3.4384766	10.026794	179.31883							
3.5380859	9.9888144	175.76077							
3.6376953	9.9033585	171.74361							
3.7373047	9.8558836	169.18027							
3.8369141	9.8084078	165.20135							
3.9365234	9.7609329	163.13538							
4.0361328	9.7514372	161.06941							
4.1357422	9.5995159	158.12349							
4.2353516	9.5710306	155.02452							
4.3349609	9.514061	152.42293							
4.4345703	9.4760799	149.32396							
4.5341797	9.4001198	146.60759							
4.6337891	9.3811293	143.96774							
4.7333984	9.3051691	141.28963							
4.8330078	9.2007236	138.91759							
4.9326172	9.1247625	136.04817							
5.0322266	9.1437531	134.09697							
5.1318359	9.0488024	131.41887							
5.2314453	9.0298119	129.69722							
5.3310547	8.9538517	126.56							
5.4306641	8.8778906	123.99667							
5.5302734	8.7924356	121.31855							
5.6298828	8.735465	119.40561							
5.7294922	8.7449598	117.26312							
5.8291016	8.6879892	115.08237							
5.9287109	8.5645533	112.13644							
6.0283203	8.4790983	110.26176							
6.1279297	8.4885931	108.08102							
6.2275391	8.3841467	106.01505							
6.3271484	8.327177	104.33166							
6.4267578	8.2607117	101.95961							
6.5263672	8.2512159	99.9319							
6.6259766	8.1087904	97.712891							
6.7255859	8.12778	96.220795							
6.8251953	7.9948492	93.77224							
6.9248047	8.0328293	92.127113							
7.0244141	7.9093938	89.946358							
7.1240234	7.8334332	87.995163							
7.2236328	7.8049479	85.470085							
7.3232422	7.7479773	83.710182							
7.4228516	7.6625218	82.218086							
7.5224609	7.6055512	80.113853							
7.6220703	7.5580759	79.119125							
7.7216797	7.5200958	77.0149							
7.8212891	7.4346399	75.446289							
7.9208984	7.3396893	73.265541							
8.0205078	7.3017092	72.079514							
8.1201172	7.2162533	69.669212							
8.2197266	7.1782732	68.062347							
8.3193359	7.1307979	66.455475							
8.4189453	7.0643325	64.619057							
8.5185547	7.0263519	62.744377							
8.6181641	6.9788766	61.175766							
8.7177734	6.8934212	59.568901							
8.8173828	6.7509947	57.235115							
8.9169922	6.7509947	56.240387							
9.0166016	6.6750345	53.791824							
9.1162109	6.656044	51.649334							
9.2158203	6.5231133	50.539829							
9.3154297	6.5421033	48.741669							
9.4150391	6.4566479	46.866989							
9.5146484	6.494628	45.183601							
9.6142578	6.3806872	43.347183							
9.7138672	6.247756	41.58728							
9.8134766	6.2382612	40.133446							
9.9130859	6.1812906	37.723145							
10.012695	6.1717954	36.039757							
10.112305	6.0768447	33.935524							
10.211914	6.0103793	32.59647							
10.311523	5.9249239	30.453978							
10.411133	5.8774486	28.655815							
10.510742	5.8489633	26.475067							
10.610352	5.7255273	25.250786							
10.709961	5.7065372	23.337847							
10.80957	5.6305766	21.42491							
10.90918	5.573606	19.435453							
11.008789	5.4881506	18.211172							
11.108398	5.41219	16.374752							
11.208008	5.43118	14.57659							
11.307617	5.3267341	12.816687							
11.407227	5.2602687	10.942007							
11.506836	5.1843081	9.2586212							
11.606445	5.1178427	7.5752358							
11.706055	5.146328	6.8100605							
11.805664	5.0133967	4.9736395							
11.905273	5.0323873	2.6398547							
12.004883	4.8899608	1.1860216							
12.104492	4.8709707	-0.3060703							
12.204102	4.8045053	-2.1807499							
12.303711	4.75703	-3.9789119							
12.40332	4.6905646	-5.930109							
12.50293	4.6430893	-7.5369773							
12.602539	4.5481386	-8.8377752							
12.702148	4.5576334	-9.8325033							
12.801758	4.4247026	-11.248077							
12.901367	4.4152074	-13.00798							
13.000977	4.367732	-14.117485							
13.100586	4.2158108	-16.374752							
13.200195	4.2348013	-17.71381							
13.299805	4.1588407	-19.052866							
13.399414	4.0923748	-20.23745							
13.499023	3.9879291	-21.915968							
13.598633	3.9404538	-23.594486							
13.698242	3.9309587	-24.891521							
13.797852	3.8834834	-26.531893							
13.897461	3.7885327	-28.019669							
13.99707	3.6935821	-29.393002							
14.09668	3.6650968	-31.224113							
14.196289	3.6081264	-32.177814							
14.295898	3.551156	-34.275963							
14.395508	3.4657004	-35.496704							
14.495117	3.4277201	-37.40411							
14.594727	3.4087298	-39.08263							
14.694336	3.2757988	-40.188927							
14.793945	3.2473137	-41.90559							
14.893555	3.1903431	-43.240776							
14.993164	3.0858974	-45.071888							
15.092773	3.0764024	-46.178181							
15.192383	3.0384221	-47.742256							
15.291992	2.9529665	-49.420773							
15.391602	2.8105404	-50.794106							
15.491211	2.8295305	-53.121143							
15.59082	2.7915502	-53.960403							
15.69043	2.6871045	-55.371883							
15.790039	2.6871045	-57.126698							
15.889648	2.5921538	-58.652622							
15.989258	2.5066981	-60.445587							
16.088867	2.5256882	-62.124104							
16.188477	2.3927572	-63.840771							
16.288086	2.2883115	-65.48114							
16.387695	2.2883115	-66.968918							
16.487305	2.2408361	-68.571136							
16.586914	2.1838658	-70.135216							
16.686523	2.0889151	-71.966324							
16.786133	2.0414395	-73.759285							
16.885742	1.9749742	-75.05632							
16.985352	1.9274988	-76.696693							
17.084961	1.8895185	-78.718544							
17.18457	1.813558	-80.473358							
17.28418	1.680627	-81.770393							
17.383789	1.7186072	-83.258171							
17.483398	1.6711318	-85.318169							
17.583008	1.547696	-86.500763							
17.682617	1.4717354	-87.492615							
17.782227	1.4527452	-89.628914							
17.881836	1.4052699	-90.849648							
17.981445	1.3388044	-92.528168							
18.081055	1.291329	-94.702614							
18.180664	1.2153684	-96.533722							
18.280273	1.1678931	-98.135948							
18.379883	1.1204177	-99.585571							
18.479492	0.98748672	-101.14965							
18.579102	0.97799164	-103.05705							
18.678711	0.95900154	-104.92632							
18.77832	0.83556563	-106.83372							
18.87793	0.83556563	-107.86372							
18.977539	0.76910013	-109.4278							
19.077148	0.63616914	-111.52594							
19.176758	0.59818882	-113.28075							
19.276367	0.55071348	-115.15002							
19.375977	0.53172332	-116.59964							
19.475586	0.50323814	-118.65965							
19.575195	0.42727754	-119.95668							
19.674805	0.28485149	-121.74964							
19.774414	0.26586133	-123.77149							
19.874023	0.22788106	-125.14483							
19.973633	0.16141555	-127.24297							
20.073242	0.018989487	-128.95964							
20.172852	-6.55E-07	-131.01964							
20.272461	-0.018990798	-132.31668							
20.37207	-0.075961225	-133.61371							
20.47168	-0.17091194	-135.71185							
20.571289	-0.19939715	-137.54297							
20.670898	-0.27535772	-139.37408							
20.770508	-0.2848528	-141.62482							
20.870117	-0.37030843	-142.92186							
20.969727	-0.48424929	-144.56223							
21.069336	-0.54121971	-146.2789							
21.168945	-0.53172463	-148.11							
21.268555	-0.63617045	-150.20815							
21.368164	-0.68364578	-151.42889							
21.467773	-0.75011128	-152.91667							
21.567383	-0.81657678	-154.3663							
21.666992	-0.86405212	-156.15926							
21.766602	-0.92102253	-158.33371							
21.866211	-0.95900285	-159.78334							
21.96582	-1.0634487	-161.15666							
22.06543	-1.110924	-162.87334							
22.165039	-1.1583993	-164.93333							
22.264648	-1.1963797	-166.49741							
22.364258	-1.3008254	-167.98518							
22.463867	-1.3483007	-170.38852							
22.563477	-1.4147662	-171.68555							
22.663086	-1.4812318	-172.98259							
22.762695	-1.4907268	-174.54666							
22.862305	-1.642648	-176.49222							
22.961914	-1.6711332	-178.36148							
23.061523	-1.7091135	-179.58221							
23.161133	-1.8515395	-181.33704							
23.260742	-1.7660838	-182.90111							
23.360352	-1.8895198	-184.04555							
23.459961	-1.9844705	-186.0674							
23.55957	-1.9939656	-187.55518							
23.65918	-2.041441	-188.96666							
23.758789	-2.193362	-191.02666							
23.858398	-2.2408373	-192.24741							
23.958008	-2.2408373	-193.54443							
24.057617	-2.2788177	-195.10851							
24.157227	-2.3832636	-196.67258							
24.256836	-2.3927586	-198.3511							
24.356445	-2.4782143	-199.83888							
24.456055	-2.5256896	-201.86073							
24.555664	-2.6681156	-203.38666							
24.655273	-2.6776106	-205.17961							
24.754883	-2.7060959	-206.97258							
24.854492	-2.7820566	-208.11702							
24.954102	-2.8010466	-209.90999							
25.053711	-2.8675122	-211.16887							
25.15332	-2.9434726	-213.07628							
25.25293	-3.0194333	-214.25888							
25.352539	-3.0953939	-215.6322							
25.452148	-3.123879	-217.73035							
25.551758	-3.1808496	-218.83665							
25.651367	-3.2758002	-220.43887							
25.750977	-3.3422656	-222.57516							
25.850586	-3.3517609	-224.10109							
25.950195	-3.4277213	-225.89406							
26.049805	-3.5226719	-226.92406							
26.149414	-3.5511572	-229.36554							
26.249023	-3.5986326	-231.04405							
26.348633	-3.7125735	-232.45554							
26.448242	-3.7125735	-234.05775							
26.547852	-3.7695439	-235.43109							
26.647461	-3.8170192	-237.26221							
26.74707	-3.9214649	-239.36035							
26.84668	-3.9689405	-241.42035							
26.946289	-4.0259109	-243.40405							
27.045898	-4.0828815	-244.54849							
27.145508	-4.1303568	-246.49405							
27.245117	-4.1778321	-248.13441							
27.344727	-4.2537923	-249.92738							
27.444336	-4.3487434	-252.10182							
27.543945	-4.3582382	-253.39886							
27.643555	-4.4911695	-255.11552							
27.743164	-4.5291495	-256.79404							
27.842773	-4.5671301	-258.51071							
27.942383	-4.6810708	-260.37997							
28.041992	-4.6525855	-262.0585							
28.141602	-4.7760215	-264.23294							
28.241211	-4.8140016	-265.52997							
28.34082	-4.8709722	-267.7807							
28.44043	-4.9564276	-269.42108							
28.540039	-5.0513787	-271.40479							
28.639648	-5.0133982	-273.27405							
28.739258	-5.1463294	-275.06702							
28.838867	-5.1273389	-276.8981							
28.938477	-5.2792602	-279.41589							
29.038086	-5.2507749	-280.63663							
29.137695	-5.3647161	-282.77292							
29.237305	-5.4026961	-284.48959							
29.336914	-5.4691615	-286.09183							
29.436523	-5.5641122	-288.91476							
29.536133	-5.5641122	-290.17368							
29.635742	-5.6590629	-292.53885							
29.735352	-5.6400728	-294.33182							
29.834961	-5.7540135	-296.20108							
29.93457	-5.7824988	-297.99405							
30.03418	-5.8679547	-299.59625							
30.133789	-5.9059348	-301.84698							
30.233398	-5.9818954	-303.0296							
30.333008	-6.0483608	-305.50922							
30.432617	-6.1433115	-307.18774							
30.532227	-6.2002821	-309.74365							
30.631836	-6.2097774	-311.46033							
30.731445	-6.2952328	-313.21515							
30.831055	-6.3996787	-315.69476							
30.930664	-6.4756393	-317.56403							
31.030273	-6.4946294	-319.35699							
31.129883	-6.4756393	-321.41699							
31.229492	-6.5990753	-323.3244							
31.329102	-6.6655407	-324.77402							
31.428711	-6.6655407	-327.29181							
31.52832	-6.8079667	-328.77957							
31.62793	-6.855442	-331.10663							
31.727539	-6.8839273	-332.55624							
31.827148	-6.9408975	-335.22662							
31.926758	-7.0263534	-336.71439							
